,MktCapBTC,MktCapUSD,Names,PricesBTC,PricesUSD,Rank,TotalSupply,Vol24BTC,Vol24USD,CirculatingSupply
bittokens,53.491434516,805601.3004,bittokens,9.35335e-05,1.40865,481,571896.0,0.0545105,820.947,571896.0
mineum,52.487084043,790472.637615,mineum,5.47518e-06,0.082458,483,9586366.84876,0.0642526,967.665,9436366.84876
blakecoin,51.6905886411,778477.129767,blakecoin,3.41808e-06,0.0514774,484,15122697.1402,0.153063,2305.18,15122697.1402
bitcurrency,50.8795848424,766263.507589,bitcurrency,3e-07,0.0045181,485,169598616.141,0.163647,2464.58,169598616.141
bolivarcoin,49.4938734784,745394.331202,bolivarcoin,5.70727e-06,0.0859534,486,8672074.9988,0.088068,1326.33,8672074.9988
guncoin,49.0881165493,739283.631322,guncoin,2.46859e-07,0.00371778,487,198850828.0,0.136848,2060.97,198850828.0
mutual-coin,48.9359839831,736991.489325,mutual-coin,2.2e-08,0.000331327,488,2224362908.32,13.6736,205929.0,2160286328.7
digicube,48.5825201835,731669.757845,digicube,2e-08,0.000301207,489,2429126009.17,1.37916,20770.5,2429126009.17
levoplus,46.4097961762,698946.808488,levoplus,4.99758e-07,0.00752652,490,92864538.7892,0.270703,4076.87,1864538.78918
coin,46.0438509338,693434.847889,coin,4.37793e-07,0.0065933,491,105172652.221,0.207669,3127.56,105172652.221
halcyon,45.5031208695,685291.017844,halcyon,8.44e-06,0.127109,492,5391365.03194,0.0392223,590.701,5391365.03194
marscoin,45.3624626034,683174.353414,marscoin,1.6041e-06,0.0241583,493,28279074.0,1.30573,19664.8,28279074.0
cryptojacks,44.5806514652,671399.223141,cryptojacks,1.09651e-07,0.00165138,494,406568580.908,1.14299,17213.9,406568580.908
sativacoin,44.0852350444,663938.600831,sativacoin,6.21982e-06,0.0936726,495,7087863.48228,0.0670115,1009.22,7087863.48228
tigercoin,43.5367999558,655677.268374,tigercoin,1e-06,0.0150603,496,43536799.9558,0.0791709,1192.34,43536799.9558
unicoin,42.9254551328,646473.185251,unicoin,1.44197e-05,0.217166,497,2976861.8718,0.033479,504.205,2976861.8718
grimcoin,41.7347652813,628538.489689,grimcoin,9.02923e-07,0.0135983,498,46221843.1487,0.471251,7097.19,32055104.6987
sterlingcoin,41.5255441694,625389.29432,sterlingcoin,9.85807e-06,0.148466,499,4212340.16084,0.214256,3226.77,4212340.16084
reecoin,40.9593705379,616861.297131,reecoin,6.14787e-09,9.25889e-05,500,6662367704.24,0.421731,6351.41,2560000000.0
paycoin2,40.9540421382,616780.894673,paycoin2,3.46e-06,0.0521087,501,11836428.3636,0.0750402,1130.13,11836428.3636
briacoin,39.0263288275,587749.195177,briacoin,6.06548e-05,0.913481,502,643416.98971,0.743255,11193.7,643416.98971
cannation,38.9320474501,586327.567603,cannation,1.57181e-05,0.236719,503,2476892.71923,0.237807,3581.45,2476892.71923
wyvern,38.8534879767,585146.128057,wyvern,2.097e-05,0.315815,504,1852812.9698,0.152359,2294.57,1852812.9698
coinonat,37.77674544,568929.91392,coinonat,3.7317e-06,0.0562006,505,10123200.0,1.25216,18858.0,8623200.0
postcoin,37.0483562897,557960.384921,postcoin,2.33475e-06,0.0351621,506,15868232.6972,1.01401,15271.3,15868232.6972
virtacoinplus,36.7284369623,553142.336802,virtacoinplus,3.36075e-06,0.050614,507,10928643.0,0.136396,2054.17,10928643.0
goldreserve,35.7616354196,538582.11545,goldreserve,2.08263e-06,0.0313651,508,17171382.06,0.119549,1800.45,17171382.06
philosopher-stones,35.1237482908,528975.076507,philosopher-stones,5.84e-06,0.0879523,509,6014340.46076,0.190238,2865.04,6014340.46076
darsek,34.9102564731,525760.08144,darsek,2.19035e-06,0.0329874,510,15938209.178,0.0746761,1124.65,15938209.178
aricoin,34.2704781412,516125.342755,aricoin,2.44331e-07,0.00367971,511,140262505.131,0.118701,1787.67,140262505.131
litebar,34.2068300369,515167.034223,litebar,4.09902e-05,0.617327,512,834512.396547,0.162837,2452.38,834512.396547
blazecoin,34.0704508095,513112.469018,blazecoin,5.59856e-08,0.000843162,513,608557393.5,0.242297,3649.07,608557393.5
swing,33.9896895598,511897.196369,swing,1.18608e-05,0.178628,514,2865716.4407,0.0629136,947.5,2865716.4407
mao-zedong,33.7205042826,507842.013887,mao-zedong,5.41e-06,0.0814764,515,6232995.24631,0.0632845,953.085,6232995.24631
berncash,33.698312045,507508.063791,berncash,4.73063e-07,0.00712449,516,71234300.8119,0.0789358,1188.8,71234300.8119
mincoin,33.3501279828,502265.912617,mincoin,8.15955e-06,0.122886,517,4087250.88795,0.0555551,836.678,4087250.88795
catcoin,33.1599798727,499400.558764,catcoin,5.3e-06,0.0798198,518,6256599.97599,1.07967,16260.3,6256599.97599
votecoin,32.94925,496227.237238,votecoin,2e-06,0.0301207,519,16474625.0,0.420605,6334.45,16474625.0
torcoin-tor,32.9044625001,495551.73468,torcoin-tor,2.5e-05,0.376508,520,1316178.50001,0.142455,2145.42,316178.500006
emerald,32.5440451886,490123.05116,emerald,1.70235e-06,0.0256379,521,19117129.3733,0.0754182,1135.82,19117129.3733
swagbucks,32.4034530934,488006.158208,swagbucks,9.6496e-05,1.45326,522,335800.9979,0.0471994,710.839,335800.9979
octocoin,32.2613201053,485866.281601,octocoin,6.30482e-07,0.00949527,523,51169296.0391,0.159105,2396.17,51169296.0391
global-tour-coin,31.4253282623,473276.218028,global-tour-coin,3.5e-07,0.00527112,524,89786652.1779,0.0709551,1068.61,29887402.1779
wayguide,31.0126196139,467060.055456,wayguide,3.1e-07,0.0046687,526,100040708.432,0.0418629,630.469,100040708.432
gameunits,30.5945448439,460764.062863,gameunits,8.8093e-06,0.132671,527,3472982.5121,0.162998,2454.8,3472982.5121
kayicoin,30.1781460788,454493.337679,kayicoin,1.06137e-07,0.00159846,528,284332005.604,1.145,17244.1,284332005.604
globalboost-y,28.8994515012,435234.563663,globalboost-y,2.15238e-06,0.0324155,530,13426742.258,0.0644763,971.034,13426742.258
ammo-rewards,28.77777749,433402.662333,ammo-rewards,3.7e-07,0.00557232,531,77777777.0,0.439372,6617.09,77777777.0
chancoin,28.6964101835,432176.784399,chancoin,4.02598e-06,0.0606325,532,7127807.43658,0.600386,9042.02,7127807.43658
bitgem,28.2401234436,425305.121799,bitgem,0.00047286,7.12142,533,59721.954582,0.556697,8384.04,59721.954582
evil-coin,27.9131765051,420380.329219,evil-coin,1.32791e-06,0.0199987,534,21020382.7858,0.0449315,676.683,21020382.7858
compucoin,27.4598501314,413555.221103,compucoin,1.39994e-06,0.0210836,535,19615019.309,0.629196,9475.9,19615019.309
btctalkcoin,27.422066588,412985.463504,btctalkcoin,4.2e-07,0.00632534,536,65290634.7332,0.0492204,741.276,65290634.7332
hexx,27.1366246314,408685.208871,hexx,1.80818e-05,0.272317,537,1500770.091,0.22818,3436.47,1500770.091
icoin,26.36040375,396996.467276,icoin,9e-07,0.0135543,540,29289337.5,0.0364845,549.468,29289337.5
eurocoin,26.1189672797,393361.411611,eurocoin,2.10356e-06,0.0316804,541,12416554.4504,0.20855,3140.84,12416554.4504
helleniccoin,25.8378757128,389126.513734,helleniccoin,4.00821e-07,0.00603649,542,64462380.2465,0.192807,2903.73,64462380.2465
ecocoin,25.1312682059,378485.804865,ecocoin,2.17797e-05,0.32801,545,1153884.95736,0.410349,6180.0,1152106.84122
soilcoin,25.0553691168,377342.149677,soilcoin,4.3941e-06,0.0661766,546,5702048.0,0.392858,5916.57,5702048.0
icobid,24.4445457409,368143.873032,icobid,2.29092e-07,0.00345021,547,106701874.098,0.33142,4991.3,106701874.098
chronos,24.4015944643,367495.935653,chronos,3.30959e-07,0.00498435,549,73729961.9115,0.204035,3072.84,73729961.9115
roofs,24.0,361447.8,roofs,4e-08,0.000602413,550,600000000.0,0.221738,3339.44,130000000.0
prototanium,23.9687331278,360976.101327,prototanium,0.00012224,1.84097,551,196079.295875,0.0489032,736.498,196079.295875
vaperscoin,23.7523157646,357717.923499,vaperscoin,1.45263e-08,0.000218771,552,1635124964.0,1.02119,15379.5,780124964.0
globaltoken,22.88736576,344690.752,globaltoken,8.31663e-07,0.0125251,553,27520000.0,0.492469,7416.75,27520000.0
quatloo,22.3285667863,336275.446851,quatloo,2.89272e-06,0.0435653,554,7718882.84599,0.0477031,718.424,7718882.84599
project-x,22.2176124,334605.018908,project-x,20.0,301207.0,555,1.11088062,0.4161,6266.6,0.078264
gpu-coin,21.9415257911,330446.434933,gpu-coin,4.25801e-07,0.0064127,556,51530000.6133,0.0699442,1053.38,40477041.6133
zurcoin,21.9132585001,330020.685254,zurcoin,2.5e-07,0.00376508,557,87653034.0003,0.161987,2439.58,87653034.0003
secretcoin,21.2279323323,319699.849667,secretcoin,5.02e-06,0.0756029,558,4228671.77935,0.0375275,565.177,4228671.77935
sixeleven,21.1196867585,318069.33908,sixeleven,4.86617e-05,0.732861,559,434010.459118,0.129366,1948.29,434010.459118
cachecoin,21.0551583902,317097.452105,cachecoin,5.01895e-06,0.075587,560,4195132.12728,0.571945,8613.68,4195132.12728
metal-music-coin,21.0503173542,317024.68622,metal-music-coin,2.64056e-07,0.00397677,561,79719140.4633,0.0624002,939.768,79719140.4633
virta-unique-coin,21.0340833239,316780.454093,virta-unique-coin,3.41811e-07,0.00514779,562,61537175.0,0.855239,12880.2,61537175.0
sling,20.9448528315,315435.928212,sling,1.95e-05,0.293676,563,1074095.017,0.0815613,1228.34,1074095.017
securecoin,20.9047696599,314833.557208,securecoin,2.51037e-06,0.0378071,564,8327365.95,0.0879352,1324.33,8327365.95
parallelcoin,20.5830203344,309985.664398,parallelcoin,6.81615e-05,1.02653,565,301974.286575,0.0738472,1112.16,301974.286575
independent-money-system,20.1121863235,302895.905399,independent-money-system,3.74603e-06,0.0564164,566,5368933.59731,0.151495,2281.57,5368933.59731
beatcoin,19.7485490852,297420.645521,beatcoin,7.82218e-06,0.117805,567,2524686.09585,0.561857,8461.76,1524686.09585
leacoin,19.4454719148,292855.204153,leacoin,6.06425e-08,0.000913296,569,320657491.277,0.0769928,1159.54,320657491.277
aerium,19.2592568966,290050.212956,aerium,9.97324e-06,0.1502,570,1931093.29531,0.750874,11308.4,1521491.80761
argentum,19.2359028102,289700.015481,argentum,2.20187e-06,0.033161,571,8736166.44495,0.177873,2678.82,8736166.44495
argus,18.9425799128,285281.201044,argus,3.64675e-06,0.0549212,572,5194373.048,0.698956,10526.5,1148324.048
yenten,18.523565922,278971.594,yenten,7.76409e-06,0.11693,573,2385800.0,0.227367,3424.23,2145827.51024
goldpieces,18.3186423618,275884.491165,goldpieces,1.50133e-05,0.226105,574,1220160.94808,0.722948,10887.8,1220160.94808
ronpaulcoin,18.206391516,274194.736014,ronpaulcoin,2.023e-05,0.304671,575,899969.921699,0.0498786,751.188,899969.921699
tekcoin,18.2015689104,274121.547023,tekcoin,1.28719e-08,0.000193855,576,1414054561.52,0.482152,7261.37,1414054561.52
honey,17.6434319321,265715.969649,honey,4.71131e-05,0.709539,577,374491.0,0.124845,1880.2,374491.0
corgicoin,17.3453331152,261225.921929,corgicoin,1.38557e-08,0.000208671,578,1251855418.0,0.422952,6369.8,1251855418.0
x-coin,17.21511664,259265.849086,x-coin,1.39e-06,0.0209339,579,12384976.0,0.290789,4379.39,12384976.0
printerium,17.1613659329,258456.072356,printerium,1.45168e-06,0.0218628,580,11821727.8828,0.733212,11042.4,11821727.8828
acoin,17.1384113777,258108.972581,acoin,1.40469e-05,0.21155,581,1220084.95666,0.255233,3843.9,1220084.95666
flaxscript,16.9530005137,255317.64066,flaxscript,3.03125e-06,0.0456516,582,5592742.4375,0.373513,5625.23,5592742.4375
debitcoin,16.8712633713,254086.836052,debitcoin,6.48904e-07,0.00977271,583,25999629.1768,0.0807407,1215.98,17999629.1768
marijuanacoin,16.7977536567,252978.334216,marijuanacoin,1.04236e-05,0.156982,584,1611511.72883,0.228469,3440.82,1611511.72883
bumbacoin,16.7006866468,251518.755518,bumbacoin,7.40758e-07,0.0111561,585,22545401.6653,0.257082,3871.74,22545401.6653
jin-coin,16.4469706895,247697.287675,jin-coin,1.67e-06,0.0251508,588,9848485.4428,0.0901254,1357.32,9848485.4428
money,16.2115868598,244152.118375,money,3.53292e-07,0.0053207,589,45887217.5419,0.411331,6194.78,45887217.5419
tajcoin,15.8987457935,239440.279735,tajcoin,1.9627e-06,0.0295589,590,8100446.21875,0.181627,2735.36,8100446.21875
cthulhu-offerings,15.7075348248,236560.719047,cthulhu-offerings,5.99e-06,0.0902114,591,2622292.95906,0.106203,1599.46,2622292.95906
mustangcoin,15.6200316468,235243.468194,mustangcoin,2.47802e-05,0.373199,592,630343.24367,0.063466,955.819,630343.24367
comet,15.592933384,234834.9115,comet,1.78648e-05,0.26905,593,872830.0,3.4839,52468.7,872830.0
fuzzballs,15.3034392352,230475.31551,fuzzballs,3.16845e-06,0.047718,594,4829945.0,0.367425,5533.54,4829945.0
paycon,15.0771444789,227066.889189,paycon,6.54316e-07,0.00985422,595,23042604.0,0.190133,2863.47,23042604.0
luna-coin,14.6960192082,221327.375547,luna-coin,8.62954e-06,0.129964,596,1702989.87063,0.170261,2564.19,1702989.87063
kronecoin,14.1880128594,213675.976483,kronecoin,3.43765e-06,0.0517721,597,4127241.82491,0.59335,8936.04,4127241.82491
bipcoin,14.08757437,212163.940883,bipcoin,8.65723e-06,0.130381,598,1627261.18747,0.195364,2942.24,1627261.18747
solarflarecoin,13.8451439426,208512.518975,solarflarecoin,9.83079e-07,0.0148055,599,14083450.0,0.319182,4806.98,14083450.0
iconic,13.5654039664,204299.252567,iconic,2.288e-05,0.34458,600,592893.53,0.342893,5164.08,592893.53
healthywormcoin,13.4808008352,203025.354178,healthywormcoin,1.2e-07,0.00180724,601,112340006.96,3.28987,49546.5,112340006.96
neuro,13.3272330751,200712.572522,neuro,3e-07,0.0045181,602,44424110.2503,0.282065,4247.99,42424110.2503
bitcoal,13.073985,196898.4,bitcoal,2.90533e-06,0.0437552,603,4500000.0,0.237288,3573.63,4500000.0
creatio,12.8229613909,193118.146844,creatio,6.24885e-07,0.00941098,604,20520514.0,0.0519659,782.623,20520514.0
milocoin,12.6450704561,190439.446067,milocoin,1.17193e-06,0.0176497,605,10789953.7141,0.856401,12897.7,10789953.7141
allion,12.5792611044,189447.982761,allion,1.71769e-06,0.025869,606,7323359.3398,0.120122,1809.08,6199359.3398
gold-pressed-latinum,12.3081569718,185364.999729,gold-pressed-latinum,4.798e-05,0.722595,607,256526.823088,0.0497388,749.083,256526.823088
doubloon,12.241577766,184362.241682,doubloon,6.6e-07,0.00993982,608,18547845.1,0.395187,5951.65,18547845.1
quazarcoin,12.0898214163,182076.941967,quazarcoin,2e-06,0.0301207,609,6044910.70815,0.191501,2884.07,6044910.70815
zetamicron,12.006885829,180827.902995,zetamicron,2e-08,0.000301207,610,600344291.45,0.119432,1798.69,600344291.45
benjirolls,11.5088760844,173327.3949,benjirolls,5.67608e-07,0.00854836,612,20276099.1465,0.157047,2365.17,20276099.1465
warp,11.46699528,172697.110768,warp,1.047e-05,0.157682,613,1095224.0,0.878334,13228.0,1095224.0
usde,11.3423610379,170819.35994,usde,1e-08,0.000150603,614,1134236103.79,0.489433,7371.03,1134236103.79
nevacoin,10.9168206624,164411.199667,nevacoin,4.34592e-06,0.0654511,615,2511970.0,0.119676,1802.36,2511970.0
spots,10.5627585633,159078.493664,spots,4.71425e-07,0.00709981,616,22406021.2405,0.146343,2203.98,22406021.2405
digital-rupees,10.2160592188,153857.427456,digital-rupees,2e-08,0.000301207,617,510802960.94,0.14251,2146.25,510802960.94
playercoin,10.0120000004,150783.723607,playercoin,1e-07,0.00150603,618,100120000.005,0.0667367,1005.08,35120000.0045
b3coin,9.46907380771,142606.829795,b3coin,1.53885e-08,0.000231755,619,615334425.559,51.3392,773185.0,492532139.859
theresa-may-coin,9.1532933888,137851.752896,theresa-may-coin,3.41704e-07,0.00514618,620,26787200.0,0.0365639,550.665,26787200.0
slevin,9.10000000318,137048.800048,slevin,1.3e-07,0.00195784,621,70000000.0245,3.16354,47643.9,70000000.0245
piecoin,9.05377223655,136353.163131,piecoin,8.1e-07,0.0121989,622,11177496.5883,0.235294,3543.61,11177496.5883
bitvolt,7.21591848405,108674.137676,bitvolt,1.2e-07,0.00180724,626,60132654.0338,0.0596532,898.397,15112554.0338
allsafe,7.1592107482,107820.416124,allsafe,8.91558e-07,0.0134272,627,8030000.0092,0.0715986,1078.3,8030000.0092
bnrtxcoin,7.08744643669,106739.438996,bnrtxcoin,2.62294e-07,0.00395024,628,27021001.0015,0.259441,3907.26,27021001.0015
credence-coin,7.01252476969,105611.391133,credence-coin,7.6e-07,0.0114459,629,9227006.27591,0.052593,792.069,3427006.17591
geysercoin,6.86836677906,103439.641428,geysercoin,1.146e-05,0.172591,630,599333.924874,0.0631931,951.709,46863.9
impact,6.57054863546,98954.6526329,impact,6e-08,0.00090362,631,109509143.924,0.0591166,890.315,109509143.924
blackstar,6.30795971028,94999.7656247,blackstar,1e-08,0.000150603,633,630795971.028,0.0405513,610.716,630795971.028
anarchistsprime,6.20283698528,93416.5585397,anarchistsprime,1.41138e-06,0.0212558,634,4394873.80102,1.48249,22326.8,4394873.80102
jobscoin,6.000578991,90370.7197975,jobscoin,3e-08,0.00045181,636,200019299.7,0.0424808,639.775,106019269.7
women,5.98067647785,90071.2067361,women,1.35247e-07,0.00203687,637,44220400.2887,0.427575,6439.42,44220400.2887
speedcash,5.80885735426,87483.3948095,speedcash,1.218e-05,0.183435,638,476917.680974,0.0493748,743.601,261830.680974
litecred,5.4292061821,81765.4592642,litecred,1.7961e-07,0.00270498,639,30227750.0256,0.0703232,1059.09,30227750.0256
geertcoin,4.53251173405,68261.277078,geertcoin,8.90264e-07,0.0134077,640,5091199.615,0.146355,2204.16,5091199.615
ride-my-car,4.0510790261,61010.5667338,ride-my-car,4e-08,0.000602413,641,101276975.653,0.0525034,790.718,101276975.653
rsgpcoin,3.93656498399,59285.9941075,rsgpcoin,0.00182476,27.4815,642,2157.3056095,0.0549312,827.283,1727.9056095
braincoin,3.83588122914,57769.683586,braincoin,3.8e-07,0.00572293,643,10094424.2872,0.104977,1580.98,10094424.2872
coimatic-2,3.43272288,51697.8551925,coimatic-2,1.1392e-07,0.00171567,645,30132750.0,0.0825375,1243.04,13532750.0
high-voltage,3.37139973363,50774.4659079,high-voltage,1.99e-06,0.0299701,646,1694170.72042,0.0403168,607.184,1494170.72042
enigma,2.99819883356,45153.8738331,enigma,4.5e-05,0.677715,648,66626.6407458,0.361263,5440.74,16626.6407458
elysium,2.36295712564,35586.9353146,elysium,5.9e-07,0.0088856,650,4005012.07736,0.336674,5070.42,4005012.07736
xonecoin,2.2512,33903.828,xonecoin,5.36e-06,0.0807234,651,420000.0,0.0852759,1284.28,420000.0
digital-money-bits,1.563195,23542.237765,digital-money-bits,1.5e-07,0.00225905,653,10421300.0,0.372657,5612.34,421300.0
rawcoin2,1.0656406076,16048.8943524,rawcoin2,1.5118e-06,0.0227682,654,704882.0,0.126879,1910.84,704882.0
valorbit,9223428.52162,1.38907600564e+11,valorbit,1e-08,0.000150603,657,9.22342852162e+14,0.0004,6.02413,5652162220.62
advanced-internet-blocks,50072.8355001,754114380.346,advanced-internet-blocks,1.59406e-06,0.0240071,661,31412139756.4,0.00562357,84.6928,23876767.4059
virtacoin,2197.54537462,33095739.9024,virtacoin,1.73487e-07,0.00261277,663,12666916683.2,0.00351878,52.9941,5201310113.21
wmcoin,1403.75233341,20234269.5113,wmcoin,1.54e-06,0.0221982,664,911527489.225,0.0,0.0,11527489.2253
crtcoin,483.804974555,7286264.18512,crtcoin,4.8e-05,0.722896,667,10079270.3032,0.00200115,30.138,79270.303222
fimkrypto,357.980492253,5391313.26924,fimkrypto,4.03861e-07,0.00608229,669,886395300.0,0.00040265,6.06404,577004618.0
ebittree-coin,283.942578747,4276272.58768,ebittree-coin,3.5e-07,0.00527112,670,811264510.707,0.0230747,347.513,1264510.7069
ulatech,216.261237558,3256964.69868,ulatech,3.99e-06,0.0600907,671,54200811.418,0.0155207,233.747,200811.418
ultimate-secure-cash,203.435997148,3063811.74157,ultimate-secure-cash,5.27e-06,0.0793679,672,38602656.0054,0.0205519,309.518,10343113.0054
yashcoin,200.005891802,3012158.73261,yashcoin,2e-05,0.301207,673,10000294.5901,0.00080176,12.0748,10000294.5901
cryptcoin,193.02418215,2749156.01918,cryptcoin,3.18e-05,0.452913,674,6069942.83489,0.0,0.0,6069942.83489
woodcoin,178.622341581,2690110.31761,woodcoin,2.223e-05,0.334791,675,8035193.0536,0.00211211,31.8091,8035193.0536
luckchain,167.283388201,2519340.98669,luckchain,2.33679e-07,0.00351928,677,715868298.826,0.0191023,287.688,715868298.826
bitcoin-21,149.026188598,2244386.88928,bitcoin-21,2.101e-05,0.316418,678,7093107.50108,0.00052812,7.95366,793107.501077
shorty,125.000000163,1882540.00246,shorty,1.25e-06,0.0188254,679,100000000.13,0.00059766,9.00096,100000000.13
abjcoin,95.916202821,1444538.42932,abjcoin,1.03523e-05,0.15591,681,9265207.03815,0.0286454,431.409,8265187.03915
metalcoin,89.2336118513,1343888.96469,metalcoin,1.16e-06,0.01747,682,76925527.458,0.00111793,16.8364,76925527.458
vault-coin,79.5578310273,1198167.45455,vault-coin,1.5e-07,0.00225905,684,530385540.182,0.0135906,204.679,30385540.182
agrolifecoin,62.3914513732,939636.054831,agrolifecoin,3e-07,0.0045181,685,207971504.577,0.00720893,108.569,7971504.5773
ambercoin,52.876371776,796335.638739,ambercoin,1.21e-06,0.018223,687,43699480.8066,0.0214531,323.091,43699480.8066
globalcoin,51.4850978802,775385.12538,globalcoin,7.9e-07,0.0118977,688,65171009.975,0.00775594,116.807,65171009.975
bitz,39.7182716835,598171.107789,bitz,1.995e-05,0.300454,690,1990890.8112,0.00368148,55.4443,1990890.8112
asiadigicoin,37.8,569280.6,asiadigicoin,1.8e-07,0.00271086,691,210000000.0,0.0150912,227.279,24931054.0
sproutsextreme,28.6660758584,431719.702251,sproutsextreme,1e-08,0.000150603,693,2866607585.84,0.002,30.1207,2866607585.84
joincoin,28.280200305,425910.144486,joincoin,9.31e-06,0.140212,694,3037615.5,0.00016155,2.433,3037615.5
stress,28.2567165965,425555.759226,stress,5e-08,0.000753017,696,565134331.929,0.00145127,21.8566,565134331.929
flycoin,25.7962756358,388286.965916,flycoin,0.00012237,1.84192,697,210805.553941,0.0,0.0,210805.553941
virtualcoin,23.2485021604,350130.493965,virtualcoin,2.31e-06,0.0347894,698,10064286.6495,0.00346753,52.2222,10064286.6495
kittehcoin,20.1042142417,321784.661272,kittehcoin,8.40981e-10,1.34606e-05,699,23905669975.5,0.0,0.0,23905669975.5
sacoin,20.9794339506,315957.291829,sacoin,2.99e-06,0.0450304,700,7016533.09384,0.00180301,27.1539,7016533.09384
rubies,20.8305037843,313714.677667,rubies,2e-06,0.0301207,701,10415251.8921,0.0042324,63.7413,10415251.8921
cypher,20.6235223474,310597.248364,cypher,3.24e-06,0.0487955,702,6365284.67511,0.00136865,20.6123,6365284.67511
satoshimadness,20.0068348505,301308.934899,satoshimadness,1e-08,0.000150603,703,2000683485.05,0.031256,470.726,2000683485.05
aquariuscoin,19.2003184841,289162.95392,aquariuscoin,1.25413e-05,0.188876,705,1530967.16322,0.0157348,236.971,1530967.16322
revolvercoin,19.0694706256,287192.982152,revolvercoin,8.51142e-07,0.0128185,706,22404570.1253,0.014534,218.887,22404570.1253
evotion,18.5416348568,279243.000595,evotion,5.82204e-06,0.0876818,707,3184731.61586,0.0142105,214.015,3184731.61586
rupaya,18.4036186526,277164.631448,rupaya,3e-06,0.045181,708,6134539.55088,0.00015,2.25905,6134539.55088
islacoin,17.9222577505,269914.651058,islacoin,1.184e-05,0.178314,709,1513704.2019,0.004936,74.3378,1513704.2019
caliphcoin,17.7925670822,267962.04832,caliphcoin,1.19745e-07,0.0018034,710,148587140.024,0.00787524,118.604,87140.02423
sooncoin,16.7166107108,251757.38662,sooncoin,1.34134e-06,0.020201,711,12462620.0,0.0264517,398.372,12462620.0
px,16.7112216498,251676.896124,px,1.7e-07,0.00256026,712,98301303.8221,0.00882177,132.859,98301303.8221
applecoin-apw,16.0009733427,240979.458834,applecoin-apw,1e-08,0.000150603,713,1600097334.27,0.0083634,125.956,97334.2736034
yacoin,15.62376023,235298.636375,yacoin,1.3e-07,0.00195784,714,120182771.0,0.00031143,4.69024,120182771.0
franko,13.98012034,210545.080002,franko,1.502e-05,0.226206,715,930767.0,0.0269187,405.404,930767.0
antibitcoin,12.7495659165,192011.955734,antibitcoin,7.3e-07,0.010994,716,17465158.7897,0.0013835,20.836,17465158.7897
bitcoin-planet,12.0417840307,181353.070171,bitcoin-planet,1.9e-06,0.0286146,717,6337781.06879,0.0242601,365.366,5839181.06879
firecoin,11.8133687879,177913.034235,firecoin,0.00012004,1.80784,718,98411.9359207,0.00223591,33.6735,98411.9359207
dollarcoin,11.6565940191,175551.948614,dollarcoin,1.28e-06,0.0192772,719,9106714.07746,0.00273094,41.1289,9106714.07746
guccionecoin,11.65001313,175453.001824,guccionecoin,4.9e-07,0.00737956,720,23775537.0,0.00224557,33.819,20285537.0
boostcoin,10.077164093,151765.647886,boostcoin,8.5e-07,0.0128013,723,11855487.1682,0.0296512,446.557,11855487.1682
quebecoin,10.0198238,150901.767086,quebecoin,2.8e-07,0.00421689,724,35785085.0,0.0187905,282.991,14998485.0
vector,9.37432719877,141180.548189,vector,5.6e-07,0.00843379,726,16739869.9978,0.0216863,326.602,16739869.9978
destiny,9.16800014153,136403.202106,destiny,5.73e-06,0.085252,727,1600000.0247,0.0,0.0,1600000.0247
unrealcoin,10.46635898,132537.119376,unrealcoin,1.49e-06,0.0188681,730,7024402.0,0.0,0.0,7024402.0
californium,8.42482728125,126880.795644,californium,3.49e-06,0.0525606,731,2413990.625,0.00581691,87.6046,2413990.625
digital-credits,8.05137265176,121256.288832,digital-credits,4e-08,0.000602413,732,201284316.294,0.0256123,385.73,5826388.00985
songcoin,7.4952945786,112881.425043,songcoin,2.30162e-07,0.00346631,734,32565300.0,0.0122625,184.677,32565300.0
steps,7.07750646295,106589.668584,steps,3.8e-07,0.00572293,735,18625017.0078,0.00404343,60.8954,18625017.0078
beavercoin,7.04048308,106031.855865,beavercoin,2.26e-06,0.0340363,736,3115258.0,0.00787997,118.675,3115258.0
billarycoin,6.74427495007,101570.579221,billarycoin,7.5e-07,0.0112952,737,8992366.60009,0.00196497,29.5931,8992366.60009
flavorcoin,6.68739397408,100714.452041,flavorcoin,3.2e-07,0.00481931,738,20898106.169,0.0151678,228.433,20898106.169
cryptoescudo,5.941051,89474.0103753,cryptoescudo,1e-08,0.000150603,739,594105100.0,0.00155411,23.4054,144105100.0
dreamcoin,5.86113467019,88270.6500192,dreamcoin,2.39e-06,0.0359942,740,2452357.60259,0.00024486,3.68767,2452357.60259
vip-tokens,5.84152818413,87975.0834611,vip-tokens,7e-08,0.00105422,741,83450402.6305,0.0278447,419.35,83450402.6305
mindcoin,5.7123702,86030.1993354,mindcoin,3.6e-07,0.00542172,742,15867695.0,0.00012586,1.89549,15867695.0
abncoin,5.63389674071,84848.3786619,abncoin,1.19e-06,0.0179218,743,4734367.009,0.00980051,147.599,67700.009
jewels,5.65085804279,84781.0341141,jewels,2.8e-07,0.0042009,744,20181635.8671,0.0,0.0,20181635.8671
pulse,5.4336091776,81832.013081,pulse,3.8e-07,0.00572293,745,14298971.52,0.00389418,58.6476,14298971.52
bitquark,5.085769318,76593.411458,bitquark,5.6e-07,0.00843379,746,9081730.925,0.00625661,94.2266,9081730.925
crypto,5.02415734363,75665.4424462,crypto,4e-07,0.00602413,747,12560393.3591,0.00217074,32.6921,12560393.3591
