,MktCapBTC,MktCapUSD,Names,PricesBTC,PricesUSD,Rank,TotalSupply,Vol24BTC,Vol24USD,CirculatingSupply
copico,909.530480708,13697842.4531,copico,3.96473e-05,0.597102,246,22940540.2312,45.1196,679516.0,15746668.2851
greencoin,902.319394748,13589221.9277,greencoin,2.45427e-07,0.00369621,248,3676528640.89,0.248728,3745.92,3676528640.89
pirl,896.76787668,13505622.3276,pirl,0.000126466,1.90462,249,7090980.0,16.521,248812.0,7090980.0
e-dinar-coin,892.193347941,13436681.5287,e-dinar-coin,8.82301e-07,0.0132877,250,1011211987.68,18.9896,285990.0,886211987.679
synergy,888.848346146,13386368.1674,synergy,0.000268015,4.0364,251,3316412.6864,17.6556,265899.0,3316412.6864
regalcoin,881.143021482,13270373.014,regalcoin,0.000118611,1.78633,252,7428847.42125,40.3231,607279.0,3555241.985
breakout-stake,857.730676565,12917640.4886,breakout-stake,0.000136841,2.06086,253,6268082.49403,97.0599,1461750.0,6268082.49403
syndicate,856.272286386,12895732.4331,syndicate,5.04249e-05,0.759415,254,16981140.0,94.8495,1428460.0,16981140.0
korecoin,850.547608216,12809524.0574,korecoin,0.00042055,6.33362,255,2022464.88697,39.5752,596016.0,2022464.88697
yocoin,850.485280391,12808601.5644,yocoin,5.03606e-06,0.0758448,256,168879100.009,3.86789,58251.7,109369100.009
zozocoin,845.126214187,12727875.9767,zozocoin,0.0001167,1.75754,257,7241869.87307,1.64536,24779.6,536309.873065
exclusivecoin,845.02414218,12726366.35,exclusivecoin,0.00019202,2.89189,258,4400709.0,71.5595,1077710.0,4400709.0
riecoin,835.035579632,12575925.0953,riecoin,2.06806e-05,0.311457,259,40377724.9998,8.82677,132934.0,40377724.9998
goldcoin,814.695944958,12269589.8851,goldcoin,1.99983e-05,0.301181,260,40738260.0,19.907,299807.0,40738260.0
prizm,796.802750534,12000118.1024,prizm,6.24739e-05,0.940878,261,12754170.15,0.555276,8362.64,12754170.15
magnet,779.708364296,11742667.8691,magnet,9e-05,1.35543,264,8663426.26996,21.049,317005.0,8413426.26996
ufo-coin,777.01717764,11702125.928,ufo-coin,2.2e-07,0.00331327,265,3531896262.0,1.00625,15154.5,3531896262.0
trustplus,776.495605383,11694280.5098,trustplus,2.42e-05,0.36446,266,32086595.2637,57.071,859508.0,32086595.2637
audiocoin,774.908511546,11670390.2541,audiocoin,9.23923e-07,0.0139146,267,838715468.222,17.1516,258309.0,838715468.222
europecoin,769.031292609,11581850.6539,europecoin,7.71e-05,1.16115,268,9974465.53319,24.4594,368367.0,9974465.53319
magi,746.365027397,11240522.0049,magi,9.64466e-05,1.45252,269,7738634.92748,240.246,3618180.0,7738634.92748
2give,742.577359335,11183450.2759,2give,1.42995e-06,0.0215355,270,519303024.116,18.7812,282851.0,519303024.116
earthcoin,741.262614582,11163657.9668,earthcoin,6.3818e-08,0.00096112,271,11615259246.3,20.0056,301291.0,11615259246.3
anoncoin,738.167735159,11117064.8163,anoncoin,0.00034979,5.26796,272,2110316.862,1.22015,18375.9,2110316.862
crave,736.923676114,11098313.3675,crave,0.000499507,7.52274,273,1475302.0,11.7817,177437.0,1475302.0
thegcccoin,706.633905811,10642178.4038,thegcccoin,7.8e-07,0.0117471,274,905940904.886,0.558817,8415.97,515694336.886
bitcloud,698.390341294,10517998.6738,bitcloud,4.09901e-05,0.617325,276,17038024.8229,1.64321,24747.3,17038024.8229
interstellar-holdings,688.169041251,10364057.0694,interstellar-holdings,5.17849e-06,0.0779898,277,132889904.441,13.9621,210275.0,93358791.4541
linda,667.923574326,10059166.6451,linda,1.11257e-07,0.00167557,278,6003429665.78,78.8561,1187600.0,6003429665.78
veriumreserve,658.451867409,9916495.95483,veriumreserve,0.000457724,6.89347,279,1438534.72269,45.9408,691884.0,1438534.72269
intensecoin,657.223616202,9898005.76737,intensecoin,2.05447e-06,0.030941,280,319899349.322,2.85691,43026.0,319899349.322
buzzcoin,654.065712647,9850449.17187,buzzcoin,5.92933e-08,0.000892977,281,11031022268.1,16.0282,241391.0,11031022268.1
vsync-vsx,650.238626275,9792789.01303,vsync-vsx,3.87477e-06,0.0583552,282,167813477.0,7.90503,119052.0,160040176.3
breakout,643.913320779,9697560.15331,breakout,3.54928e-05,0.534534,283,18142082.9233,16.7885,252840.0,18142082.9233
terracoin,636.902672772,9591960.43563,terracoin,2.89687e-05,0.436278,284,21985890.7294,18.2669,275106.0,21985890.7294
creativecoin,635.657133888,9573208.99014,creativecoin,4.86207e-05,0.732244,285,13073796.426,4.75832,71661.9,13073796.426
bitcoinz,634.220380168,9551541.37303,bitcoinz,7.60935e-07,0.0114599,286,833475106.505,24.2212,364780.0,833475106.505
equitrader,631.375788209,9508732.41307,equitrader,5.69547e-05,0.857757,287,11085578.3317,5.98977,90208.0,9985578.3317
1337coin,623.216876554,9385879.23321,1337coin,2.29155e-08,0.000345116,288,27196302788.7,4.01834,60517.5,24393949673.7
cybcsec,621.676819985,9362657.57624,cybcsec,2.43e-06,0.0365966,289,255834082.298,16.7611,252428.0,11834082.2983
putincoin,618.827670768,9319741.45605,putincoin,1.95713e-06,0.029475,290,316191398.0,2.61601,39397.9,316191398.0
martexcoin,595.661524341,8970838.62481,martexcoin,0.000209551,3.1559,291,2842561.11563,0.593973,8945.43,2842561.11563
karbowanec,588.691205371,8865928.5844,karbowanec,0.000116048,1.74773,292,5072825.08419,10.1536,152917.0,5072825.08419
huntercoin,585.807692,8822467.2758,huntercoin,2.822e-05,0.425003,293,20758600.0,10.3977,156593.0,20758600.0
chaincoin,572.882441472,8627788.7472,chaincoin,3.49014e-05,0.525626,294,16414311.216,6.95527,104749.0,14384613.6203
asiacoin,570.421947736,8590739.55052,asiacoin,4.65235e-07,0.00700659,295,1226094227.08,0.226703,3414.22,1226094227.08
linx,568.788745155,8566154.223,linx,3.67973e-05,0.55418,296,15457350.0,29.4812,443996.0,14457350.0
vtorrent,567.081088082,8540427.22112,vtorrent,5.243e-05,0.789613,297,10815965.8227,35.6121,536330.0,10815965.8227
bitswift,563.787236961,8490827.0409,bitswift,0.00013855,2.08661,298,4069196.94667,11.654,175513.0,4069196.94667
nekonium,557.82753,8401068.54431,nekonium,3e-05,0.45181,299,18594251.0,1.32658,19978.7,8988521.83
evergreencoin,554.223385202,8346793.9031,evergreencoin,4.16043e-05,0.626575,300,13321300.5675,10.4382,157203.0,13321300.5675
denarius-dnr,541.941191043,8161834.22493,denarius-dnr,0.000258163,3.88803,301,2099221.00008,10.6577,160508.0,2099221.00008
e-gulden,496.84976159,7482727.3323,e-gulden,2.40877e-05,0.362769,303,20626700.0,15.1767,228566.0,16100860.0
force,494.104921194,7441381.77239,force,4.5419e-06,0.0684025,304,108788155.0,7.21077,108597.0,105440195.217
rupee,491.25259749,7398425.2413,rupee,2.15986e-05,0.325282,305,22744650.0,8.51261,128203.0,22744650.0
bluecoin,488.116199625,7351181.16562,bluecoin,8.49365e-07,0.0127917,306,574683675.01,0.420316,6330.1,574683675.01
sprouts,485.745983652,7315479.88689,sprouts,2.72723e-10,4.10729e-06,307,1.78109651057e+12,5.19357,78216.8,1.78109651057e+12
zeitcoin,465.404139298,7009104.7195,zeitcoin,1.25883e-08,0.000189583,308,36971166821.4,3.54473,53384.8,36971166821.4
chips,450.181330988,6779877.64295,chips,2.208e-05,0.332532,309,20388647.2368,0.117427,1768.49,20388647.2368
quark,441.464597637,6648600.21014,quark,1.73975e-06,0.0262012,310,253751744.582,1.78289,26850.9,253751744.582
parkbyte,434.903676477,6549773.9661,parkbyte,9.12891e-05,1.37484,311,4764026.33477,15.7279,236867.0,4764026.33477
bunnycoin,417.895791204,6293643.02079,bunnycoin,4.08095e-09,6.14604e-05,312,1.02401595512e+11,27.5858,415452.0,1.02401595512e+11
onix,414.90536886,6248622.569,onix,4.02114e-06,0.0605598,313,103181030.469,4.3809,65977.8,27432814.0
worldcoin,407.641573303,6139222.01065,worldcoin,3.46352e-06,0.0521618,314,117695746.9,2.24997,33885.3,117695746.9
prcoin,390.349386,5878789.21418,prcoin,4.9e-07,0.00737956,315,796631400.0,3.62707,54624.9,16631400.0
visio,376.137862249,5664761.3921,visio,5.98099e-06,0.0900757,316,62888896.6958,1.37318,20680.5,50888896.6958
xios,371.883189878,5600690.59475,xios,0.000172994,2.60535,317,2149688.36999,22.4312,337821.0,2149688.36999
digitalprice,366.50644536,5519722.71263,digitalprice,1.44608e-05,0.217785,318,25344825.0,5.95484,89681.9,17844824.0
condensate,356.591923335,5370388.54757,condensate,3.67953e-06,0.0554149,319,96912356.5606,4.39981,66262.5,96912356.5606
bitradio,355.17820712,5349105.014,bitradio,3.23079e-05,0.486568,320,10993540.5,0.573615,8638.83,5993537.69247
unbreakablecoin,353.9106025,5330005.303,unbreakablecoin,0.00015535,2.33962,321,2278150.0,193.282,2910890.0,2278150.0
litebitcoin,351.857724563,5299093.93094,litebitcoin,2.03874e-06,0.0307041,322,172585873.904,12.6412,190380.0,28940332.9695
ixcoin,341.199481534,5138581.8288,ixcoin,1.62483e-05,0.244705,323,20999087.999,0.306301,4613.0,20999087.999
signatum,338.672775395,5100536.27411,signatum,3.13665e-06,0.0472391,324,107972765.656,10.3963,156572.0,107972765.656
incakoin,328.459366301,4946701.55629,incakoin,2.77874e-08,0.000418487,325,11820442585.5,0.544174,8195.44,11818442585.5
fluttercoin,312.903168879,4712419.63786,fluttercoin,9.71102e-07,0.0146251,326,322214524.199,8.35829,125879.0,322214524.199
unify,309.852278109,4666466.92326,unify,1.73976e-05,0.262013,327,17810058.75,7.01831,105698.0,17810058.75
pandacoin-pnd,309.390164205,4659517.65112,pandacoin-pnd,9.51533e-09,0.000143304,328,32514916897.8,2.50857,37779.9,32514916897.8
renos,295.667597697,4452836.1173,renos,8.86398e-06,0.133494,329,33356076.8072,1.02902,15497.4,33356076.8072
ellaism,294.366489363,4433255.5131,ellaism,8.28654e-05,1.24798,330,3552345.0,8.96041,134947.0,3552345.0
desire,286.46325999,4314231.3501,desire,0.00016161,2.4339,331,1772559.0,4.08958,61590.4,1012637.0
noblecoin,285.376107114,4297849.14405,noblecoin,1.23056e-07,0.00185326,332,2319075113.07,4.97622,74943.6,2319075113.07
footy-cash,281.175597478,4234597.77158,footy-cash,6.15928e-05,0.927608,333,4565072.5,4.53509,68300.0,4565072.5
tychocoin,279.77033232,4213445.2681,tychocoin,6.99e-06,0.105272,334,40024368.0,0.179159,2698.2,5024368.0
campuscoin,272.113607911,4098121.34645,campuscoin,5.25258e-07,0.00791056,335,518057046.081,17.3316,261019.0,318057046.081
spacecoin,270.091991911,4067672.21991,spacecoin,1.27235e-05,0.19162,336,21227806.1784,0.516453,7777.96,21227806.1784
arcticcoin,269.012836844,4051425.13109,arcticcoin,1.09295e-05,0.164602,337,24613462.3582,3.72076,56035.9,24613462.3582
cryptogenic-bullion,268.201902234,4039201.41132,cryptogenic-bullion,0.00026633,4.01101,338,1007028.50687,0.232463,3500.97,1007028.50687
crevacoin,265.708975834,4001669.32167,crevacoin,4.25789e-08,0.000641253,339,6240390800.0,0.184312,2775.8,36390750.0
bytecent,261.397709838,3936726.96133,bytecent,0.000135,2.03314,340,1936279.33213,6.66574,100388.0,1936279.33213
russiacoin,244.260236799,3678640.23049,russiacoin,2.91554e-05,0.43909,342,8377872.94287,0.0896076,1349.52,8377872.94287
biblepay,240.948504685,3628755.59559,biblepay,7.44919e-07,0.0112187,344,323455979.355,0.635073,9564.41,323455979.355
litedoge,235.020004467,3539485.57484,litedoge,1.57558e-08,0.000237288,345,14916412017.6,1.46914,22125.7,14916412017.6
cryptonite,233.881191607,3522329.14195,cryptonite,6.14981e-07,0.00926182,346,380306369.801,4.85252,73080.6,380306369.801
i0coin,232.689987564,3504389.78619,i0coin,1.10876e-05,0.166983,347,20986506.3281,1.4595,21980.5,20986506.3281
xgox,220.068331536,3314290.28278,xgox,1.84727e-07,0.00278204,348,1191316545.69,4.20198,63283.1,937901200.893
insanecoin-insn,219.056147466,3299042.85505,insanecoin-insn,1.17571e-05,0.177065,349,18631818.0049,0.525426,7913.08,18381818.0049
kurrent,217.646832449,3277836.53549,kurrent,2.9911e-06,0.045047,350,72764813.0951,2.60921,39295.6,61364813.1
megacoin,217.464153156,3275082.0225,megacoin,5.94641e-06,0.0895549,351,36570662.4931,1.32096,19894.0,36570662.4931
elementrem,214.711590653,3233634.16184,elementrem,8.3e-06,0.125001,352,25868866.3437,1.09447,16483.1,25868866.3437
influxcoin,213.607394822,3216995.97475,influxcoin,0.00012765,1.92245,353,1673383.42987,21.1622,318710.0,1673383.42987
photon,210.304563118,3167254.25289,photon,1.00711e-08,0.000151674,354,20881985395.6,6.33902,95467.8,20881985395.6
hitcoin,209.96318099,3162108.49466,hitcoin,1e-08,0.000150603,355,20996318099.0,0.449912,6775.82,10996318099.0
fastcoin,209.07144558,3148687.52296,fastcoin,1.3324e-06,0.0200664,356,156913423.582,3.48402,52470.5,156913423.582
digitalcoin,207.225124566,3120879.49559,digitalcoin,7.48257e-06,0.11269,357,27694378.344,4.97401,74910.2,27694378.344
moin,204.211030127,3075493.33695,moin,2.78043e-05,0.418743,358,7344584.47531,6.62847,99827.0,7344584.47531
fujicoin,203.373502112,3062864.33314,fujicoin,1.62791e-07,0.00245168,359,1249292050.0,2.65693,40014.3,1249292050.0
unitus,194.678328871,2931920.5248,unitus,4.16105e-06,0.0626668,360,46785866.2768,3.29718,49656.7,46785866.2768
the-cypherfunks,186.055948677,2802061.71153,the-cypherfunks,3.99965e-09,6.0236e-05,361,46518057499.4,1.86493,28086.5,46518057499.4
mazacoin,175.381110808,2641304.06536,mazacoin,1.29953e-07,0.00195714,362,1349573390.44,0.81712,12306.1,1349573390.44
carboncoin,173.774283592,2617103.9105,carboncoin,1.12899e-08,0.00017003,363,15392012647.8,0.402412,6060.45,15392012647.8
fantomcoin,173.325013578,2610330.41609,fantomcoin,2.8e-05,0.421689,364,6190179.05634,0.985114,14836.2,6190179.05634
monkey-project,171.976087249,2590015.20817,monkey-project,0.00034001,5.12066,365,505797.144933,3.35273,50493.3,105797.144933
canada-ecoin,171.324717621,2580206.55356,canada-ecoin,1.7587e-06,0.0264866,366,97415544.2208,1.55271,23384.4,97415544.2208
hodlcoin,167.5,2522600.0,hodlcoin,6.7e-07,0.0100904,368,250000000.0,0.545046,8208.57,164342925.0
bitstar,163.284982982,2459122.86839,bitstar,7.07482e-06,0.106549,369,23079736.7257,0.502299,7564.79,23079736.7257
inflationcoin,162.834939801,2452351.17986,inflationcoin,4.59818e-09,6.92502e-05,370,35412911152.0,2.72486,41037.2,35412911152.0
growers-international,162.041400916,2440387.63236,growers-international,0.000138123,2.08017,371,1173167.40091,1.11342,16768.4,1173167.40091
teslacoin,160.888510531,2423039.99483,teslacoin,2.18166e-06,0.0328566,373,73745913.9054,0.47579,7165.56,73745913.9054
dinastycoin,159.533351712,2402625.21394,dinastycoin,1.11384e-07,0.00167748,374,1432282479.64,0.780919,11760.9,1432282479.64
zetacoin,155.480759383,2341593.12752,zetacoin,9.28983e-07,0.0139908,375,167366635.755,3.91814,59008.5,167366635.755
cream,154.422711258,2325653.14649,cream,3.43752e-06,0.0517701,376,44922709.1794,1.29766,19543.1,44922709.1794
swaptoken,153.20585365,2307326.11773,swaptoken,1e-08,0.000150603,377,15320585365.0,0.0899035,1353.98,15320585365.0
magnum,152.400327798,2295199.73674,magnum,6e-07,0.0090362,378,254000546.329,0.544783,8204.61,4000546.32945
version,150.195551749,2261991.92119,version,3.17348e-07,0.00477936,379,473283435.688,0.458574,6906.27,473283435.688
zennies,150.181974102,2261796.97583,zennies,1.5006e-07,0.00225996,380,1000812835.55,0.587933,8854.46,1000812835.55
triangles,149.565950681,2252520.50993,triangles,0.0020519,30.9024,381,72891.44241,2.66877,40192.6,72891.44241
goldblocks,147.93561349,2227959.26399,goldblocks,9.66506e-06,0.145559,382,15306228.1548,0.43812,6598.23,15306228.1548
deutsche-emark,147.032713229,2214361.42003,deutsche-emark,3.6548e-06,0.0550425,383,40230029.8866,0.387326,5833.26,33248053.8156
smartcoin,146.540391609,2206946.39347,smartcoin,6.1729e-06,0.0929659,384,23739310.7954,0.960924,14471.8,23739310.7954
cannacoin,143.035866906,2154165.49518,cannacoin,3.04309e-05,0.458299,385,4700349.54293,2.81586,42407.8,4700349.54293
bata,140.913481483,2122204.93373,bata,2.824e-05,0.425304,386,4989854.16015,1.36422,20545.6,4989854.16015
petrodollar,138.492965646,2085745.60706,petrodollar,2.16418e-06,0.0325932,387,63993274.8873,8.99398,135452.0,63993274.8873
zero,134.12642577,2019983.38955,zero,0.000300528,4.52604,388,446302.593337,46.7323,703804.0,446302.593337
ultracoin,132.889853802,2001363.59917,ultracoin,2.96175e-06,0.0446049,389,44868693.7796,0.387287,5832.67,44868693.7796
centurion,131.580116468,1981640.8045,centurion,1.66815e-06,0.0251229,390,78877868.578,0.870542,13110.7,73877868.578
britcoin,130.610756805,1967039.05341,britcoin,6.14116e-06,0.0924878,391,21268092.1528,0.157885,2377.8,21268092.1528
fuelcoin,128.082993118,1928970.53763,fuelcoin,1.26e-06,0.018976,392,101653169.141,1.91837,28891.3,101653169.141
adzcoin,127.981583985,1927446.137,adzcoin,2.93919e-06,0.0442652,393,43543147.5968,0.454094,6838.81,43543147.5968
eternity,127.422238275,1919022.41399,eternity,3.09406e-05,0.465976,394,4118285.95034,0.919867,13853.5,4118285.95034
smileycoin,126.893702,1911063.80375,smileycoin,4.888e-09,7.3615e-05,395,25960250000.0,0.263487,3968.2,25960250000.0
pascal-lite,124.5531225,1875811.7745,pascal-lite,2.685e-05,0.40437,396,4638850.0,3.21572,48429.8,4638850.0
daxxcoin,121.512966163,1830021.27753,daxxcoin,2.30694e-07,0.00347432,397,526727900.0,1.11485,16790.0,501727900.0
bitcoin-scrypt,120.304110801,1811820.76628,bitcoin-scrypt,7.26637e-06,0.109434,398,16556287.5,0.612571,9225.53,16556287.5
pioneer-coin,119.853744768,1805036.95819,pioneer-coin,5.029e-05,0.757384,399,2383252.03356,7.40131,111466.0,1487819.03356
trollcoin,119.351726907,1797473.89907,trollcoin,2.10416e-07,0.00316893,400,567217925.0,0.11813,1779.08,567217925.0
netcoin,119.01749442,1792444.94755,netcoin,1.51205e-07,0.0022772,401,787126711.552,2.51117,37819.1,787126711.552
42-coin,117.801523597,1774129.24935,42-coin,2.8048,42241.2,402,41.99997276,0.531759,8008.47,41.99997276
kekcoin,117.605218633,1771171.0896,kekcoin,1.0247e-05,0.154323,403,11477039.0,0.209195,3150.54,10477039.0
master-swiscoin,116.75469238,1758365.08534,master-swiscoin,1.15931e-07,0.00174596,404,1007105022.65,0.458297,6902.11,44992640.0
elcoin-el,116.271454813,1751088.2843,elcoin-el,5.55385e-06,0.0836429,405,20935289.0,0.530614,7991.23,11208967.0
leviarcoin,114.381079775,1722624.68291,leviarcoin,1.12171e-05,0.168934,406,10197027.7322,2.19596,33071.9,10197027.7322
redcoin,112.609171209,1695929.5568,redcoin,1.51953e-06,0.0228846,407,74107896.0,11.9766,180371.0,74107896.0
netko,111.205958233,1674798.85422,netko,2.45219e-05,0.369308,408,4534965.0,0.707123,10649.5,4534965.0
supercoin,110.388896204,1662490.50595,supercoin,2.31322e-06,0.0348378,409,47720880.9383,0.513066,7726.95,47720880.9383
orbitcoin,109.814216394,1653839.32447,orbitcoin,3.52757e-05,0.531264,410,3113027.27923,0.68567,10326.4,3113027.27923
machinecoin,107.60412845,1620553.86642,machinecoin,5.29821e-06,0.0797928,411,20309525.0,0.0774555,1166.51,20309525.0
shadowcash,107.055180814,1612288.51581,shadowcash,1.599e-05,0.240815,412,6695133.25917,0.0737941,1111.36,6695133.25917
happycoin,105.901334889,1594905.29437,happycoin,7.98497e-06,0.120256,413,13262583.9407,1.15903,17455.3,13262583.9407
titcoin,100.971506961,1520667.6698,titcoin,2.02355e-06,0.0304754,414,49898202.15,0.686735,10342.5,49898202.15
kobocoin,100.592746705,1514960.05143,kobocoin,4.07254e-06,0.0613338,415,24700247.6845,0.299043,4503.69,24700247.6845
coinonatx,98.8913468778,1489335.6442,coinonatx,5.6562e-06,0.0851842,416,17483707.5913,2.33274,35131.9,17483707.5913
dollar-online,95.9181086345,1444561.28112,dollar-online,9.99e-06,0.150453,418,9601412.27572,0.376014,5662.9,753776.046463
maxcoin,95.85363372,1443586.44614,maxcoin,1.56e-06,0.0234941,419,61444637.0,0.16747,2522.15,61444637.0
nyancoin,95.7033478433,1441324.43264,nyancoin,3.00077e-07,0.00451926,420,318929300.957,0.285921,4306.06,318929300.957
bitbar,95.3658754812,1436244.66315,bitbar,0.00267467,40.2815,421,35655.193157,0.0827333,1245.99,35655.193157
atomic-coin,95.3333620892,1435757.3768,atomic-coin,7.02877e-06,0.105856,422,13563306.5372,2.48558,37433.7,13563306.5372
bitcoinfast,93.8177786007,1412929.38961,bitcoinfast,1.15725e-05,0.174286,423,8106958.61747,0.631565,9511.58,5183539.01065
platinumbar,92.0469087705,1386257.49554,platinumbar,0.000197556,2.97526,424,465928.186289,0.938415,14132.8,465928.186289
lottocoin,91.8181104856,1382810.84755,lottocoin,6.33621e-09,9.54254e-05,425,14491014421.2,3.43106,51672.9,14491014421.2
artex-coin,91.5228736532,1378363.88194,artex-coin,3.4051e-07,0.00512819,426,268781749.884,0.0435614,656.049,18781749.8844
ganjacoin,91.259917052,1374405.78136,ganjacoin,2.0499e-05,0.308722,427,4451920.43768,0.851056,12817.2,4451920.43768
interzone,88.2302904088,1328776.80663,interzone,3.0999e-05,0.466855,428,2846230.21416,1.14318,17216.6,2386230.21416
piggycoin,87.6771485117,1320450.73436,piggycoin,1.79793e-07,0.00270775,429,487656073.994,0.412592,6213.77,487656073.994
ethereum-dark,87.195495388,1313193.03042,ethereum-dark,2.8874e-05,0.434852,430,3019862.0,10.6247,160011.0,1500000.0
amsterdamcoin,86.3831848817,1300965.85364,amsterdamcoin,1.3343e-06,0.0200951,431,64740451.8337,1.83903,27696.4,33472910.7468
altcommunity-coin,84.5141648519,1272810.13557,altcommunity-coin,0.000347413,5.23215,432,243267.134079,0.292436,4404.18,173839.195179
rimbit,83.991375356,1264940.35415,rimbit,2.13469e-07,0.00321492,434,393459356.422,3.44724,51916.6,115499623.422
universe,82.3926642082,1240859.70859,universe,3.40198e-06,0.0512349,435,24219032.507,0.039347,592.579,13019032.507
gapcoin,80.5789234603,1213545.15108,gapcoin,6.58797e-06,0.099217,436,12231221.9789,1.8315,27583.0,12231221.9789
whalecoin,80.4024481888,1210885.22206,whalecoin,1.53724e-05,0.231513,437,5230312.0,0.0545881,822.115,5230312.0
aurumcoin,80.311995535,1209526.41827,aurumcoin,0.000270276,4.07045,438,297148.08394,0.0559411,842.492,297148.08394
dfscoin,78.7744115409,1186366.01124,dfscoin,1.75051e-06,0.0263632,439,45000834.9229,1.66046,25007.1,16559041.3329
ratecoin,78.2714771155,1178792.70651,ratecoin,6.72277e-07,0.0101247,440,116427420.714,0.468264,7052.21,116427420.714
veltor,77.20807325,1162781.88075,veltor,0.00013915,2.09565,441,554855.0,0.0545548,821.614,554855.0
tristar-coin,76.5083569931,1152241.3591,tristar-coin,3e-07,0.0045181,442,255027856.644,0.1423,2143.08,5027856.6437
hobonickels,76.411338745,1150778.64004,hobonickels,1.28e-06,0.0192772,443,59696358.3945,0.156525,2357.32,59696358.3945
kushcoin,76.2583579876,1148481.22734,kushcoin,1.39574e-05,0.210204,444,5463650.67904,0.282165,4249.49,5463650.67904
scorecoin,75.8664774731,1142573.42802,scorecoin,2.5e-06,0.0376508,445,30346590.9892,0.40995,6173.98,30346590.9892
bigup,75.8465907808,1142275.94671,bigup,3.56938e-08,0.000537561,446,2124923397.92,0.167392,2520.98,2124923397.92
freicoin,75.0,1129520.0,freicoin,7.5e-07,0.0112952,447,100000000.0,0.218204,3286.23,29794064.2619
tittiecoin,74.5233073185,1122345.26472,tittiecoin,5.91541e-08,0.00089088,448,1259816434.0,1.48703,22395.2,1259816434.0
tattoocoin,74.0960092524,1115914.21223,tattoocoin,8.19448e-07,0.0123412,449,90421856.2403,0.677402,10201.9,90421856.2403
trumpcoin,71.4460247753,1076003.50315,trumpcoin,1.09079e-05,0.164277,451,6549933.9722,0.505551,7613.76,6549933.9722
opal,71.1626672415,1071733.485,opal,4.6989e-06,0.070767,452,15144537.4963,0.0993452,1496.17,15144537.4963
popularcoin,70.8568160235,1067126.41999,popularcoin,2.08301e-08,0.000313708,453,3401655106.0,0.459553,6921.02,3401655106.0
qubitcoin,69.7575688339,1050569.59485,qubitcoin,2.8095e-07,0.00423119,455,248291755.949,0.279184,4204.61,248291755.949
8bit,69.0523680248,1039950.5186,8bit,4.70435e-05,0.70849,456,1467840.78618,0.125674,1892.7,1467840.78618
joulecoin,68.9492990712,1038402.54244,joulecoin,1.98829e-06,0.0299444,457,34677687.3953,0.211787,3189.58,34677687.3953
phoenixcoin,68.6410851961,1033755.16281,phoenixcoin,1.08711e-06,0.0163722,458,63140882.8877,0.181132,2727.91,63140882.8877
starcash-network,67.4634457307,1016020.13858,starcash-network,7.49925e-05,1.12941,459,899602.57,0.35842,5397.92,826374.735972
dashcoin,67.0660869844,1010037.06295,dashcoin,3.816e-06,0.0574702,460,17574970.3838,0.488286,7353.75,17574970.3838
808coin,66.1560704743,996329.190433,808coin,1.66297e-08,0.000250448,461,3978187849.1,1.50648,22688.1,3978187849.1
truckcoin,65.7208457079,989778.124651,truckcoin,4.05137e-07,0.0061015,462,162218819.086,0.305663,4603.39,162218819.086
gaia,64.7129322313,974597.202195,gaia,2.68503e-06,0.0404374,463,24101381.4487,0.0576495,868.22,24101381.4487
tagcoin,64.6645331146,973870.566898,tagcoin,1.07289e-05,0.161581,464,6027135.41133,0.268135,4038.21,6027135.41133
c-bit,64.497986036,971359.997135,c-bit,4.09184e-07,0.00616244,465,157625875.0,1.10599,16656.6,157625875.0
coin2-1,63.4649698404,955802.641014,coin2-1,6.348e-07,0.00956029,466,99976323.0,1.07896,16249.5,99976323.0
macron,62.9717779683,948374.115975,macron,1.56872e-07,0.00236254,467,401421400.685,0.197173,2969.49,401421400.685
droxne,62.5680622878,942296.556553,droxne,7.3495e-07,0.0110686,468,85132406.6777,1.08821,16388.7,64565185.6777
blakestar,62.2563112179,937601.46008,blakestar,2.16426e-07,0.00325945,469,287656340.818,1.13774,17134.7,287656340.818
prime-xi,61.924199668,932598.312514,prime-xi,3.38026e-06,0.0509078,470,18319359.951,0.65555,9872.8,18319359.951
purevidz,61.4879397265,926028.003621,purevidz,4.90805e-07,0.00739168,471,125279774.506,0.23602,3554.54,125279774.506
eryllium,61.1172438752,920445.57084,eryllium,3.93119e-06,0.059205,472,15546754.0046,1.88095,28327.7,5546754.00457
litecoin-ultra,60.43262859,910134.889335,litecoin-ultra,7.14739e-06,0.107642,473,8455202.3312,1.87261,28202.1,955202.3312
lanacoin,57.7955435065,870421.875322,lanacoin,6.80216e-08,0.00102443,474,849664569.88,1.11952,16860.3,849664569.88
hempcoin-hmp,57.1329093999,860441.61208,hempcoin-hmp,2e-08,0.000301207,475,2856645469.99,1.2582,18948.9,1356645469.99
chesscoin,57.0088935496,858575.290607,chesscoin,1.05508e-06,0.0158899,476,54032768.6523,0.0684579,1031.0,54032768.6523
pakcoin,56.808565405,855560.00695,pakcoin,1.23334e-06,0.0185746,477,46060750.0,0.216835,3265.61,46060750.0
mojocoin,56.3108135936,848059.91,mojocoin,4.63552e-06,0.0698125,478,12147680.0,0.901279,13573.6,12147680.0
motocoin,55.9716307203,842951.522156,motocoin,1.81486e-06,0.0273324,479,30840742.9335,0.0759606,1143.99,18310112.7391
litecoin-plus,55.8364567006,840915.49575,litecoin-plus,6.54809e-05,0.986164,480,852713.641697,2.0055,30203.5,852713.641697
