,MktCapBTC,MktCapUSD,Names,PricesBTC,PricesUSD,Rank,TotalSupply,Vol24BTC,Vol24USD,CirculatingSupply
ubiq,17147.686923,254417242.037,ubiq,0.00043953,6.52123,76,39013689.4477,546.99,8115600.0,39013689.4477
straks,16541.8890752,245429172.938,straks,0.000395964,5.87485,77,41776245.0,17.3657,257652.0,781587.000497
capricoin,16019.1023358,237672594.763,capricoin,7.9699e-05,1.18248,78,200995022.971,51.4029,762656.0,1990045.0
blocknet,15097.5434488,223999500.61,blocknet,0.0030469,45.2063,79,4955050.52636,56.06,831753.0,4955050.52636
bridgecoin,14669.181,217644030.0,bridgecoin,0.000543303,8.06089,80,27000000.0,31.4603,466771.0,27000000.0
nav-coin,14134.2981179,209707635.485,nav-coin,0.000227041,3.36856,82,62254386.2912,548.252,8134320.0,62254386.2912
einsteinium,14110.5764284,209355946.397,einsteinium,6.52523e-05,0.968136,83,216246422.4,687.106,10194500.0,216246422.4
clams,13809.9194115,204895088.875,clams,0.000836211,12.4067,84,16514874.1305,219.667,3259160.0,2797742.59519
russian-mining-coin,13670.10317,202821083.6,russian-mining-coin,1.27081,18854.8,85,10757.0,2.02541,30050.7,1507.0
zephyr,13194.5,195764600.0,zephyr,6.59725e-06,0.0978823,86,2000000000.0,2.30127,34143.5,125990535.381
zclassic,13102.807216,194403286.6,zclassic,0.00723992,107.417,87,1809800.0,1942.89,28826300.0,1809800.0
decent,12557.151499,186308100.774,decent,0.000171551,2.54527,88,73197775.0,169.65,2517060.0,51306089.0
nexus,12373.4073253,183581857.378,nexus,0.000225837,3.3507,89,54789105.9714,99.1446,1470990.0,54789105.9714
iticoin,12254.4896764,181817846.83,iticoin,0.00122545,18.1818,90,9999991.57566,0.0500488,742.566,32000.0
particl,11783.5046367,174829859.346,particl,0.00133542,19.8134,91,8823819.20045,76.3529,1132830.0,7827819.20045
metaverse,11467.6284819,170143805.998,metaverse,0.000203774,3.02337,92,56276210.3209,451.522,6699150.0,36876210.3211
zencash,10354.0662172,153621318.165,zencash,0.00354649,52.6186,93,2919525.0,258.685,3838070.0,2919525.0
cloakcoin,10295.9898228,152759494.419,cloakcoin,0.00203732,30.2273,94,5053693.0,292.117,4334080.0,5053693.0
kilocoin,10191.1037147,151203878.478,kilocoin,1.01655e-06,0.0150824,95,10025186872.0,0.416458,6178.92,196297971.01
minexcoin,9906.84,146986200.0,minexcoin,0.00165114,24.4977,96,6000000.0,16.1743,239975.0,3000000.0
colossuscoinxt,9893.02251302,146780814.641,colossuscoinxt,8.10579e-07,0.0120264,97,12204883809.0,120.795,1792220.0,4027031669.48
digitalnote,9698.29590451,143891761.398,digitalnote,1.40847e-06,0.0208972,98,6885695758.17,672.67,9980290.0,6885695758.17
asch,9646.29973548,143120083.493,asch,8.52806e-05,1.26529,99,113112475.0,334.891,4968710.0,91612475.0
peercoin,9313.75897556,138186820.174,peercoin,0.000379338,5.62818,100,24552665.3685,276.425,4101280.0,24552665.3685
rise,9290.4819776,137840881.536,rise,8.21155e-05,1.21833,101,113139200.0,593.739,8809210.0,113139200.0
deeponion,9185.55098246,136284573.228,deeponion,0.000476656,7.07207,102,19270817.9116,41.5053,615807.0,4702953.34158
paccoin,8876.12401247,131693723.204,paccoin,2.61447e-09,3.87905e-05,103,3.39499937367e+12,208.321,3090820.0,3.39499937367e+12
emercoin,8746.8368356,129775038.221,emercoin,0.000212618,3.15457,104,41138741.0078,167.18,2480420.0,41138741.0078
hempcoin,8536.38084991,126652765.142,hempcoin,3.707e-05,0.550001,105,230277336.118,427.1,6336810.0,230277336.118
gulden,8504.16669003,126174630.603,gulden,1.84407e-05,0.273601,106,461162900.0,119.405,1771600.0,389663000.0
voxels,8488.956,125949180.0,voxels,4.04236e-05,0.599758,107,210000000.0,1293.37,19189600.0,210000000.0
electra,7945.36470068,117884198.709,electra,3.45698e-07,0.00512907,108,22983542573.8,700.802,10397700.0,22645610574.9
groestlcoin,7919.87182241,117505824.404,groestlcoin,0.000114546,1.6995,109,69141408.8874,302.102,4482240.0,69141408.8874
neblio,7709.81515278,114389170.418,neblio,0.000574104,8.51788,111,13429300.5323,178.771,2652400.0,12689541.0573
viacoin,7555.82670597,112104565.661,viacoin,0.000329271,4.88534,112,22947136.875,187.942,2788470.0,22947136.875
spectrecoin,7286.19118611,108103950.686,spectrecoin,0.000350546,5.20099,113,20785264.0912,97.5085,1446720.0,20785264.0912
shift,7129.90855146,105785312.111,shift,0.000615929,9.13844,114,11575861.1,209.863,3113710.0,11575861.1
pura,6873.89790276,101986909.648,pura,3.83821e-05,0.569469,115,179091240.52,23.928,355015.0,172308746.52
counterparty,6694.42555705,99324132.7713,counterparty,0.00255764,37.9473,116,2617422.91998,183.477,2722220.0,2617422.91998
grantcoin,6648.60536817,98644241.8341,grantcoin,6.61987e-07,0.00982179,117,10043407753.0,0.0654445,970.988,43407752.9711
aeon,6584.63272972,97694976.3086,aeon,0.000449428,6.66808,118,14651140.4045,185.541,2752840.0,14651140.4045
peerplays-ppy,6489.9649607,96290583.3635,peerplays-ppy,0.00117953,17.5005,119,5502161.84472,0.280164,4156.75,3943505.80785
burst,6457.85493396,95814085.114,burst,3.58702e-06,0.05322,120,1800339818.0,397.789,5901920.0,1800339818.0
expanse,6382.16469037,94691036.3293,expanse,0.0003775,5.6009,121,16906396.5308,173.48,2573890.0,7906396.53078
salus,5957.70694752,88393432.7673,salus,0.00589997,87.5368,123,1009785.97307,115.632,1715620.0,1009785.97307
mooncoin,5950.78223374,88290979.3318,mooncoin,2.66627e-08,0.000395591,124,2.23187532911e+11,99.5455,1476940.0,2.23187532911e+11
feathercoin,5823.93676781,86408870.0499,feathercoin,3.11184e-05,0.461699,125,187154120.0,145.252,2155080.0,187154120.0
pascal-coin,5772.286632,85642383.792,pascal-coin,0.00034741,5.15446,126,16615200.0,514.49,7633400.0,16615200.0
ion,5615.63189537,83318269.7133,ion,0.0002277,3.37835,127,24662414.9994,73.5745,1091610.0,18762414.9994
potcoin,5567.58259425,82605436.6905,potcoin,2.54105e-05,0.377012,128,219105589.983,558.917,8292560.0,219105589.983
diamond,5415.93477241,80355446.1236,diamond,0.00209386,31.0663,131,2586579.22326,259.365,3848150.0,2586579.22326
sibcoin,5310.56697434,78791969.8953,sibcoin,0.00032953,4.88918,132,16115579.6872,187.046,2775160.0,16115579.6872
hicoin,5294.75954779,78557422.0779,hicoin,5.29463e-07,0.00785555,133,10000244677.7,7.88359,116967.0,189729990.084
elastic,5266.0,78130700.0,elastic,5.266e-05,0.781307,134,100000000.0,159.766,2370420.0,88355631.0
lomocoin,4815.77045572,71450763.9115,lomocoin,1.56278e-05,0.231867,135,308154087.953,359.173,5328990.0,223154087.953
nolimitcoin,4703.95314331,69791874.8857,nolimitcoin,2.29521e-05,0.340537,136,204946525.299,42.9684,637515.0,204946525.299
nubits,4700.89683332,69746408.5284,nubits,6.682e-05,0.991397,137,70351643.7193,305.989,4539910.0,12029946.569
crown,4567.98931103,67774469.6399,crown,0.00027474,4.07627,138,16626589.9069,105.334,1562830.0,16626589.9069
blackcoin,4513.51475046,66966271.0271,blackcoin,5.8934e-05,0.874394,139,76585922.3955,785.702,11657300.0,76585922.3955
namecoin,4485.4506956,66549877.128,namecoin,0.000304379,4.51602,140,14736400.0,55.9438,830029.0,14736400.0
posw-coin,4415.166,65507120.0,posw-coin,6.30738e-05,0.935816,141,70000000.0,49.5872,735717.0,44100000.0
obsidian,4325.82140924,64181450.9194,obsidian,4.67532e-05,0.693669,142,92524606.0,28.7512,426577.0,25000000.0
shield-xsh,4291.30681992,63669558.6568,shield-xsh,9.00965e-06,0.133675,143,476301168.183,42.0965,624578.0,476301168.183
toacoin,4228.01304399,62730344.4627,toacoin,4.75846e-07,0.00706005,144,8885254985.83,2.95175,43794.6,1331155613.67
sumokoin,4117.54971962,61091348.289,sumokoin,0.00035219,5.22538,145,11691273.8,40.699,603844.0,2802384.8
iocoin,4094.04849238,60742697.3741,iocoin,0.00024888,3.69259,146,16449889.4743,31.2373,463463.0,16449889.4743
gobyte,4072.87029176,60428592.1433,gobyte,0.00329342,48.864,147,1236668.96168,45.7256,678423.0,411681.962708
faircoin,4046.10368063,60031366.5671,faircoin,7.60634e-05,1.12854,148,53193831.47,10.4722,155375.0,53193831.47
heat-ledger,3979.09483286,59037187.2516,heat-ledger,0.000127052,1.88505,149,31318632.0,12.6955,188361.0,31318632.0
omni,3942.17021118,58489364.603,omni,0.00639235,94.8423,150,616701.246206,98.7221,1464720.0,560385.246206
gridcoin,3887.78433718,57682370.2244,gridcoin,9.96069e-06,0.147785,151,390312753.151,92.5186,1372680.0,390312753.151
whitecoin,3579.51108225,53108805.7398,whitecoin,1.43981e-05,0.213623,154,248609961.193,101.292,1502850.0,248609961.193
phore,3488.21911733,51754151.5206,phore,0.000301362,4.47126,156,11574847.2512,36.4389,540638.0,8074847.25124
monetaryunit,3397.59979841,50409500.8525,monetaryunit,2.79561e-05,0.414779,157,121533396.948,225.775,3349790.0,121533396.948
steem-dollars,3326.28666282,49351657.8371,steem-dollars,0.000688407,10.2138,158,4831860.604,335.198,4973280.0,4831860.604
okcash,3280.16688679,48667242.8655,okcash,4.45855e-05,0.661507,159,73570261.3359,559.305,8298310.0,73570261.3359
eboostcoin,3273.67261637,48570942.6629,eboostcoin,3.274e-05,0.485758,160,99990000.5001,82.7665,1227990.0,12000000.0
zoin,3165.74237066,46969470.4297,zoin,0.000198799,2.94954,161,15924337.5,76.5889,1136340.0,15924337.5
global-currency-reserve,3086.48200524,45793593.458,global-currency-reserve,2.97993e-05,0.442127,162,103575654.638,248.755,3690730.0,103575654.638
neoscoin,3033.64121141,45009511.3622,neoscoin,0.000833428,12.3654,163,3639955.9547,227.383,3373650.0,3639955.9547
radium,3014.70491995,44728793.227,radium,0.000880846,13.069,164,3422510.768,118.57,1759200.0,3422510.768
monacocoin,2892.28796932,42912417.2879,monacocoin,0.000294529,4.36988,167,9820044.78107,12.9971,192836.0,2820044.78107
draftcoin,2844.67684377,42205992.9819,draftcoin,0.000163053,2.41919,168,17446332.4427,9.60185,142461.0,2302310.66862
golos,2756.62412265,40899599.6039,golos,2.21382e-05,0.328461,169,124518891.448,8.84354,131210.0,124518891.448
luxcoin,2753.52554995,40853485.8611,luxcoin,0.000730724,10.8416,170,3768215.56423,62.4185,926093.0,768215.564228
solaris,2735.84100879,40591144.0298,solaris,0.00260703,38.68,171,1049409.10108,66.8403,991698.0,899708.101082
bitbean,2681.81144112,39789457.9544,bitbean,1.16778e-06,0.0173261,172,2296504000.0,112.356,1667010.0,2296504000.0
rubycoin,2471.59726856,36670696.8326,rubycoin,9.8248e-05,1.45769,173,25156718.3918,12.4557,184804.0,25156718.3918
internet-of-people,2456.77011149,36450819.0441,internet-of-people,0.000713,10.5787,174,3445680.38077,596.154,8845030.0,3295367.31518
vericoin,2242.50666612,33271756.4641,vericoin,7.33693e-05,1.08857,175,30564645.7868,99.5335,1476760.0,30564645.7868
fedoracoin,2166.28584613,32140816.7496,fedoracoin,4.88818e-09,7.25251e-05,176,4.43168182458e+11,3.85958,57263.9,4.43168182458e+11
geocoin,2163.94976907,32106160.8196,geocoin,0.000642439,9.53176,177,3368335.0,912.588,13539900.0,3368335.0
stealthcoin,2152.56826392,31937369.4937,stealthcoin,7.75258e-05,1.15024,178,27765831.0384,39.6331,588029.0,27765831.0384
flash,2150.127,31901130.0,flash,2.38903e-06,0.0354457,179,900000000.0,12.8404,190510.0,900000000.0
myriad,2115.160607,31382385.0935,myriad,1.372e-06,0.0203562,180,1541662250.0,81.8812,1214860.0,1541662250.0
bismuth,2090.24836002,31012650.1791,bismuth,0.000282489,4.19124,181,7399397.35713,26.8594,398509.0,6768507.39348
florincoin,2055.01626428,30490058.1601,florincoin,1.45672e-05,0.216132,182,141071466.327,45.2371,671175.0,141071466.327
musicoin,2027.13146446,30076178.8212,musicoin,3.75836e-06,0.0557621,183,539365964.0,115.328,1711110.0,539365964.0
eccoin,2000.0,29673750.0,eccoin,8e-08,0.00118695,184,25000000000.0,11.9946,177963.0,25000000000.0
gcoin,1982.37940548,29412252.197,gcoin,1.32725e-08,0.000196922,185,1.4935991e+11,169.203,2510440.0,1.4935991e+11
cannabiscoin,1880.44918233,27899836.2295,cannabiscoin,2.0471e-05,0.303724,186,91859175.5326,984.953,14613600.0,77231175.5326
sexcoin,1858.28801633,27571195.784,sexcoin,1.47897e-05,0.219433,187,125647444.933,33.5719,498101.0,125647444.933
masternodecoin,1843.68497934,27354451.8469,masternodecoin,1.751e-05,0.259793,188,105293259.814,0.781484,11594.7,47754735.684
espers,1827.29353586,27111194.9148,espers,8.75876e-08,0.00129952,189,20862468384.3,35.5819,527923.0,20862468384.3
energycoin,1802.14683056,26738123.2049,energycoin,1.483e-05,0.22003,190,121520352.701,19.8843,295020.0,121520352.701
gambit,1798.73788522,26687565.5461,gambit,0.00149873,22.2364,191,1200174.73809,14.3214,212484.0,1200174.73809
pinkcoin,1732.79432246,25709159.2696,pinkcoin,4.44083e-06,0.0658878,192,390196049.491,71.4043,1059410.0,377196049.491
mintcoin,1731.2850161,25686697.6183,mintcoin,6.93978e-08,0.00102964,193,24947260808.0,78.7975,1169110.0,24947260808.0
universal-currency,1728.22822345,25641400.9055,universal-currency,0.000103808,1.54018,194,16648314.4214,6.09539,90436.2,12548314.4214
bitdeal,1700.82208416,25234782.2533,bitdeal,7.7458e-06,0.114923,195,219579912.231,43.0967,639418.0,175583793.0
leocoin,1693.08739609,25120006.495,leocoin,1.62535e-05,0.24115,196,104167557.516,1.26389,18752.1,95810138.9871
atbcoin,1682.97344007,24969975.7476,atbcoin,3.23326e-05,0.479713,197,52051905.5094,235.923,3500340.0,40075105.5094
dynamic,1659.54719778,24622403.5823,dynamic,0.00035752,5.30446,198,4641830.38091,207.301,3075690.0,1887926.38091
bitsend,1617.07663235,23992274.3438,bitsend,9.12426e-05,1.35375,199,17722825.0,56.0442,831518.0,17722825.0
pure,1581.202096,23460015.6432,pure,0.0003859,5.72553,200,4097440.0,24.301,360550.0,2988160.842
sequence,1541.65552267,22873278.1239,sequence,3.405e-05,0.505194,201,45276226.8038,39.3139,583293.0,45276226.8038
bitmark,1529.667018,22695415.137,bitmark,0.00019998,2.96707,202,7649100.0,13.3494,198062.0,7649100.0
dopecoin,1512.25767887,22436971.2162,dopecoin,1.29424e-05,0.192023,203,116845228.0,149.803,2222600.0,116845228.0
oxycoin,1495.19292198,22183986.2375,oxycoin,1.42373e-05,0.211237,204,105019415.337,1.39014,20625.3,85246096.8151
the-champcoin,1475.86,21897010.0,the-champcoin,6.77e-06,0.100445,205,218000000.0,1.95163,28956.0,164925727.0
vcash,1468.26666677,21784464.9788,vcash,9.55e-05,1.41692,206,15374520.0709,46.6413,692008.0,15374520.0709
atmos,1380.00228779,20474808.4445,atmos,1.25056e-05,0.185543,207,110350745.889,10.3894,154146.0,100350745.889
bulwark,1374.0087611,20385917.5746,bulwark,0.000699065,10.3719,208,1965494.99847,60.4989,897612.0,1647949.47026
curecoin,1370.15560517,20328761.4534,curecoin,5.74972e-05,0.853076,209,23829953.5485,20.1461,298905.0,23829953.5485
boolberry,1350.83203019,20042076.4647,boolberry,0.00012601,1.86959,210,10720038.3318,0.705445,10466.6,10720038.3318
transfercoin,1324.25025457,19647672.3257,transfercoin,0.000211126,3.13244,211,6272322.0,67.9622,1008340.0,6272322.0
sphere,1322.58137842,19622914.857,sphere,0.000429,6.365,212,3082940.27603,83.9472,1245510.0,3082940.27603
spreadcoin,1302.15920564,19319971.1705,spreadcoin,0.000139125,2.06418,213,9359634.90127,219.388,3255030.0,9359634.90127
belacoin,1296.87056132,19241432.4932,belacoin,3.29969e-05,0.489569,214,39302800.0,62.8124,931937.0,39302800.0
artbyte,1293.55552333,19192240.5534,artbyte,1.63217e-06,0.0242162,215,792537250.0,39.5478,586764.0,792537250.0
cryptocarbon,1292.62,19178320.0,cryptocarbon,1.8466e-05,0.273976,216,70000000.0,2.77587,41185.1,3562111.0
alqo,1243.19475238,18445113.8541,alqo,7.09631e-05,1.05287,217,17518890.1328,28.608,424452.0,17518890.1328
memetic,1217.80840738,18068412.5571,memetic,6.34449e-05,0.941321,218,19194740.7496,159.686,2369240.0,18827488.2995
primecoin,1216.31363139,18046238.5307,primecoin,5.53962e-05,0.821904,219,21956625.7503,18.8986,280396.0,21956625.7503
unobtanium,1209.97980772,17952264.444,unobtanium,0.00611049,90.6603,220,198016.821519,0.984395,14605.3,198016.821519
dimecoin,1208.05110399,17923672.7914,dimecoin,2.24088e-09,3.32476e-05,221,5.3909674056e+11,11.6195,172396.0,5.3909674056e+11
sagacoin,1206.8943561,17906470.278,sagacoin,0.000553304,8.20927,222,2181250.01103,32.4954,482129.0,221788.849269
