AvailableSupply,BTCPrice,CMCname,Change1h,Change24h,Change7d,MaxSupply,Mcap,Symbol,TotalSupply,USDPrice,Vol24h,bctpages,Date,Time,,,,
3944712,0.00114695,peerplays-ppy,3.03,-3.95,39.05,,73041869,PPY,5502965,18.5164,7297.27,86,1/7/2018,08:29:10 PM,,,,
63761400,0.00005157,dovu,-1.59,84.02,231.22,,53300833,DOVU,963761390,0.835942,578995,15,1/7/2018,08:28:51 PM,,,,
17188925,0.0000531,bitcloud,-1.68,2.41,65.99,,14765269,BTDX,17188925,0.858999,41773.8,50,1/7/2018,08:28:45 PM,,,,
4027031669,0.00000122,colossuscoinxt,-0.66,15.15,139.82,13000000000,79363129,COLX,12204883809,0.0197076,1072490,103,1/7/2018,08:27:53 PM,,,,
75401962,0.00064069,ethos,0.9,19.02,256.02,,781933430,ETHOS,222295208,10.3702,19678100,54,1/7/2018,08:26:54 PM,,,,
44897115,0.00000397,ultracoin,2.69,-3.98,85.5,,2874830,UTC,44897115,0.0640315,5475.79,237,1/7/2018,08:26:45 PM,,,,
17877857458,0.00004301,stellar,-0.96,-4.31,96.55,,12402477566,XLM,1.03571E+11,0.693734,362113000,99,1/7/2018,08:26:40 PM,,,,
337793,0.00110675,hawala-today,8.27,35.1,90,,6030951,HAT,7000000,17.854,321639,50,1/7/2018,08:26:03 PM,,,,
378545005,0.00062144,icon,4.79,30.01,87.46,,3807632787,ICX,400230000,10.0586,283427000,78,1/7/2018,08:25:44 PM,,,,
6872211,0.00035,bismuth,-9.55,25.26,74.01,109999978,38992516,BIS,7496623,5.67394,1289150,79,1/7/2018,08:24:05 PM,,,,
8990414,0.00007265,magnet,-18.74,-12.3,78.5,,10536586,MAG,9240414,1.17198,193870,48,1/7/2018,08:23:59 PM,,,,
130623684,0.00000659,dnotes,-1.49,18.04,104.72,,13920827,NOTE,130623684,0.106572,35864.2,128,1/7/2018,08:23:36 PM,,,,
76070288,0.0000174,payfair,1.71,32.06,653.28,,21415079,PFR,88999687,0.281517,411619,8,1/7/2018,08:23:15 PM,,,,
46522119999,0.000000003,the-cypherfunks,,-16.45,119.29,,2343812,FUNK,46522119999,5.03806E-05,,83,1/7/2018,08:22:56 PM,,,,
2866607586,0.00000001,sproutsextreme,-0.33,-4.09,16.47,,463023,SPEX,2866607586,0.000161523,5014.66,20,1/7/2018,08:22:45 AM,,,,
113139200,0.00007818,rise,1.54,8.56,-1.49,,142804298,RISE,113139200,1.2622,10204000,577,1/7/2018,08:22:36 PM,,,,
6932337,0.00272574,skycoin,-0.17,1.12,-5.08,100000000,305846370,SKY,25000000,44.1188,1609190,178,1/7/2018,08:21:52 PM,,,,
12701712,0.00167883,neblio,-8.66,69.36,231.71,,345151246,NEBL,13442397,27.1736,157960000,87,1/7/2018,08:21:33 PM,,,,
92147500,0.00006277,trust,-0.88,4.31,42.19,100000000,93375826,TRST,100000000,1.01333,2071480,198,1/7/2018,08:20:47 PM,,,,
36971167874,0.00000003,zeitcoin,-2.34,3.55,181.08,,17399075,ZEIT,36971167874,0.000470612,97586.5,818,1/7/2018,08:19:48 PM,,,,
998999495,0.00011324,ardor,-0.31,3.92,6.47,998999495,1831086154,ARDR,998999495,1.83292,6071210,167,1/7/2018,08:18:33 PM,,,,
22722181326,0.00000048,electra,0.28,-4.86,348.9,30000000000,177096227,ECA,23062563626,0.00779398,45479.7,83,1/7/2018,08:17:43 PM,,,,
230379054,0.00003929,hempcoin,0.78,4.98,8.33,,146129434,THC,230379054,0.6343,5138220,213,1/7/2018,08:16:13 PM,,,,
617314171,0.00004318,quantstamp,1.55,15.89,101.05,,431422972,QSP,976442388,0.698871,70073900,30,1/7/2018,08:16:11 PM,,,,
61537175,0.00000088,virta-unique-coin,4.84,61.79,323.26,120000000,868997,VUC,61537175,0.0141215,109132,21,1/7/2018,08:14:00 PM,,,,
9976973,0.0000707,europecoin,0.19,-5.36,14.89,32000000,11379037,ERC,9976973,1.14053,318620,208,1/7/2018,08:12:57 PM,,,,
7906397,0.00052029,expanse,-2.2,-2.12,55.12,,66410568,EXP,16906397,8.3996,7075440,327,1/7/2018,08:12:55 PM,,,,
2297853,0.00296835,lunyr,1.75,-7.69,103.45,,110115877,LUN,2703356,47.9212,15388900,97,1/7/2018,08:11:51 PM,,,,
380306370,0.0000018,cryptonite,1.58,59.47,196.36,,11018959,XCN,380306370,0.0289739,1122380,167,1/7/2018,08:10:58 PM,,,,
68000000,0.00022947,centra,-1.78,14.19,72.52,,252564920,CTR,98272765,3.71419,24162600,112,1/7/2018,08:10:44 PM,,,,
40772871,0.00050247,bancor,-0.51,7.56,57.21,,331606980,BNT,79384422,8.13303,13651100,275,1/7/2018,08:08:50 PM,,,,
6885695758,0.00000477,digitalnote,0.71,-19.83,263.92,,531798121,XDN,6885695758,0.0772323,59916900,167,1/7/2018,08:08:29 PM,,,,
17058150,0.00005157,syndicate,1.36,2.07,22.08,,14230864,SYNX,17058150,0.834256,1154450,20,1/7/2018,08:08:06 PM,,,,
1331155614,0.00000065,toacoin,-0.46,0.19,66.6,,13931076,TOA,8885254986,0.0104654,73140.3,16,1/7/2018,08:07:52 PM,,,,
54656983,0.0176938,litecoin,0.36,-4.37,23.39,84000000,15600032161,LTC,54656983,285.417,1122090000,259,1/7/2018,08:07:33 PM,,,,
,0.00031201,tokugawa,-3.99,1.25,348.66,,,TOK,1021644,5.02513,274382,46,1/7/2018,08:07:13 PM,,,,
35300866,0.00000716,rustbits,,-33.51,,,4118199,RUSTBITS,100000000,0.11666,,33,1/7/2018,08:06:41 PM,,,,
489033009,0.00002666,ripio-credit-network,0.39,5.21,14.6,,211042684,RCN,999942647,0.431551,41684500,12,1/7/2018,08:05:19 PM,,,,
6247267,0.00023134,trueflip,-2,54.7,110.63,,23379272,TFL,8924667,3.74232,1171810,107,1/7/2018,08:04:51 AM,,,,
55294011,0.00069906,pivx,-1.62,4.9,8.17,,625646200,PIVX,55294011,11.3149,6322080,484,1/7/2018,08:04:19 PM,,,,
10240984,0.00002798,leviarcoin,12.36,-9.79,243.3,54000000,4621602,XLC,10240984,0.451285,151755,132,1/7/2018,08:04:05 AM,,,,
89708333,0.00012502,wings,-3.71,17.11,60.08,,181528400,WINGS,100000000,2.02354,40347400,431,1/7/2018,08:03:46 PM,,,,
2437843249,0.00000928,storm,0.5,-4.77,134.54,,366010472,STORM,10000000000,0.150137,7496510,28,1/7/2018,08:03:34 PM,,,,
1500000,0.00002469,ethereum-dark,-6.58,19.5,10.88,4200000,597147,ETHD,3019862,0.398098,157249,718,1/7/2018,08:03:23 PM,,,,
781587,0.0014,straks,-5.15,126.2,,150000000,17700913,STAK,41776245,22.6474,800784,72,1/7/2018,08:03:20 PM,,,,
23020335,0.00001019,janus,0.45,111.9,104.98,,3783760,JNS,25201489,0.164366,0.801134,92,1/7/2018,08:03:16 PM,,,,
82500000,0.00011829,paypie,2.56,1.92,7.77,165000000,157961925,PPP,165000000,1.91469,271143,226,1/7/2018,08:02:53 PM,,,,
647370,0.00157605,crowdcoin,-3.08,20.64,201.56,,16504968,CRC,997370,25.4954,509971,33,1/7/2018,08:01:37 AM,,,,
59696358,0.00000179,hobonickels,-1.41,6.98,91.97,,1723470,HBN,59696358,0.0288706,9532.49,260,1/7/2018,08:00:58 PM,,,,
265202519,0.00001179,lykke,-0.71,-2.88,-15.93,,50697970,LKK,1285690000,0.191167,183653,107,1/7/2018,07:59:33 PM,,,,
7039267,0.00009802,smartbillions,0.76,90.71,193.18,,11130419,SMART,7852650,1.58119,63103.2,65,1/7/2018,07:58:52 PM,,,,
487879618,0.00000037,piggycoin,-6.49,40.02,191.25,,2885135,PIGGY,487879618,0.00591362,132632,93,1/7/2018,07:58:10 PM,,,,
175109299,0.00002881,worldcore,-2.71,58.93,248.63,,81446662,WRC,245209299,0.465119,2001020,44,1/7/2018,07:56:29 PM,,,,
17873502,0.00007989,mywish,-6.68,-9.75,143.5,,23098463,WISH,19803895,1.29233,511337,82,1/7/2018,07:54:48 AM,,,,
851398685,0.00000031,lanacoin,12.05,107.85,757.68,,4314344,LANA,851398685,0.00506736,745451,37,1/7/2018,07:54:27 PM,,,,
219136110,0.00002384,potcoin,0.77,0.42,-9.23,420000000,84325109,POT,219136110,0.384807,3291040,370,1/7/2018,07:54:04 PM,,,,
,0.00000001,karmacoin,-0.39,-4.49,16.1,,,KARMA,78978714065,0.000161057,171947,425,1/7/2018,07:52:38 PM,,,,
9663700693,0.00000754,digibyte,-1.58,-8.34,76.28,21000000000,1179338705,DGB,9663700693,0.122038,95473400,1762,1/7/2018,07:51:27 PM,,,,
1.29033E+11,0.00000006,newyorkcoin,-0.19,187.78,674.02,,124319988,NYC,1.29033E+11,0.000963476,3900410,106,1/7/2018,07:51:10 PM,,,,
7832316,0.00135158,particl,-0.61,4.19,4.83,,171346000,PART,8828316,21.8768,641651,31,1/7/2018,07:50:50 PM,,,,
121531076,0.00001709,energycoin,2.97,16.88,43.96,,33670306,ENRG,121531076,0.277051,547846,78,1/7/2018,07:50:07 PM,,,,
32514916898,0.00000006,pandacoin-pnd,12.19,-7.83,794.83,,33820716,PND,32514916898,0.00104016,913874,38,1/7/2018,07:49:32 PM,,,,
64355352,0.00031241,gamecredits,0.94,0.67,22.34,,325425708,GAME,64355352,5.0567,8960850,163,1/7/2018,07:49:24 PM,,,,
2.23226E+11,0.00000004,mooncoin,-0.88,-28.85,175.13,,160521319,MOON,2.23226E+11,0.000719099,3970940,223,1/7/2018,07:48:04 PM,,,,
24616797,0.00000923,arcticcoin,-1.69,-1.39,31.98,,3663644,ARC,24616797,0.148827,62212.1,39,1/7/2018,07:47:29 PM,,,,
8999999999,0.0001093,nem,-0.13,7.75,74.38,,15867359998,XEM,8999999999,1.76304,121328000,1754,1/7/2018,07:47:27 PM,,,,
476305673,0.00001968,shield-xsh,2.59,32.92,212.27,660000000,151690973,XSH,476305673,0.318474,2252200,119,1/7/2018,07:47:11 PM,,,,
3831556,0.00713881,zcoin,0.59,5.56,-0.36,,442732444,XZC,3831556,115.549,18485800,312,1/7/2018,07:47:06 PM,,,,
173207432,0.00003142,vibe,5.45,12.45,188.3,,87849251,VIBE,267000000,0.507191,305733,126,1/7/2018,07:46:51 PM,,,,
2779530283,0.0002616,iota,-0.73,7.62,17.93,2779530283,11729006298,MIOTA,2779530283,4.21978,252557000,680,1/7/2018,07:45:34 PM,,,,
61364813,0.00000423,kurrent,31.41,35.79,93.47,228000000,4186743,KURT,72764813,0.0682271,52039.8,37,1/7/2018,07:44:50 PM,,,,
233020472,0.00016177,aeternity,0.65,6.59,100.03,,610159446,AE,273685830,2.61848,6585430,171,1/7/2018,07:44:42 PM,,,,
858887608,0.00000087,bitcoinz,-2.21,-7.15,91.96,21000000000,12155922,BTCZ,858887608,0.0141531,216743,273,1/7/2018,07:43:36 PM,,,,
14413222,0.0000525,chaincoin,-10.64,39.66,104.21,23000000,12240803,CHC,16442920,0.849276,469889,164,1/7/2018,07:42:11 PM,,,,
,0.00000189,safe-exchange-coin,-0.4,-8.03,19.42,2147483647,,SAFEX,2147483647,0.030511,110462,98,1/7/2018,07:39:35 PM,,,,
164342925,0.00000065,hodlcoin,0.09,-6.45,42.96,,1722495,HODL,250000000,0.0104811,2677.21,250,1/7/2018,07:37:14 PM,,,,
35586145296,0.00000001,inflationcoin,-0.33,21.16,301.31,,6015873,IFLT,35586145296,0.000169051,53426.6,62,1/7/2018,07:36:11 PM,,,,
275399000,0.00000465,dotcoin,3.3,191.13,318.93,890000000,20714742,DOT,540399000,0.0752172,4250560,30,1/7/2018,07:36:00 PM,,,,
1384879,0.00000348,socialcoin-socc,-0.43,150.83,393.38,,77708,SOCC,1384879,0.0561119,5772.94,49,1/7/2018,07:35:19 PM,,,,
3402220695,0.00000003,popularcoin,,-3.28,222.89,4999999999,1899470,POP,3402220695,0.000558303,,16,1/7/2018,07:35:09 PM,,,,
49573003,0.00003891,sportyfi,7.25,30.72,273.79,,31265644,SPF,70673454,0.630699,1419420,47,1/7/2018,07:34:08 AM,,,,
88355631,0.0000505,elastic,1.6,4.62,23.96,,72034137,XEL,100000000,0.815275,1078930,148,1/7/2018,07:34:00 PM,,,,
85871900,0.00001192,trezarcoin,2,0.98,48.31,400000000,16555244,TZC,97871900,0.19279,86918.6,110,1/7/2018,07:33:58 PM,,,,
543348500,0.00002826,red-pulse,0.82,9.49,21.39,,248508043,RPX,1358371250,0.457364,8243790,77,1/7/2018,07:32:05 AM,,,,
1437490673,0.00000032,dinastycoin,1.6,63.87,275.99,,7374572,DCY,1437490673,0.00513017,163876,26,1/7/2018,07:32:01 PM,,,,
25960250000,0.000000007,smileycoin,-2.07,10.59,84.58,,3077250,SMLY,25960250000,0.000118537,9173.67,29,1/7/2018,07:31:51 PM,,,,
104661310,0.00024963,tenx,0.97,2.71,-2.31,,422887163,PAY,205218256,4.04053,34058800,233,1/7/2018,07:31:16 PM,,,,
116829448,0.0000424,bounty0x,0.62,65.96,311.67,,79969757,BNTY,500000000,0.6845,7756470,6,1/7/2018,07:29:58 PM,,,,
547187076,0.00000529,musicoin,-0.42,-7.53,66.52,,46939458,MUSIC,547187076,0.0857832,5488010,135,1/7/2018,07:27:25 PM,,,,
109212011,0.00002354,suncontract,5.61,50.67,54.34,,41684368,SNC,122707503,0.381683,1923400,122,1/7/2018,07:26:34 PM,,,,
16898838,0.176813,bitcoin-cash,0.54,2.75,12.13,21000000,48198019376,BCH,16898838,2852.15,1656720000,650,1/7/2018,07:26:23 PM,,,,
910900,0.0026054,solaris,0.03,-2.39,251.78,,38473498,XLR,1060601,42.2368,809788,239,1/7/2018,07:26:21 PM,,,,
485146253,0.00002126,etherparty,2.82,-1.56,106.74,,166943192,FUEL,1000000000,0.344109,12425500,40,1/7/2018,07:26:00 PM,,,,
52000000,0.00015888,quantum-resistant-ledger,-0.51,1.96,9.95,105000000,133375840,QRL,65000000,2.56492,2047860,58,1/7/2018,07:25:50 PM,,,,
,0.00003374,soma,-0.56,34.19,162.69,,,SCT,60000000,0.543601,16665.9,200,1/7/2018,07:25:34 PM,,,,
9380971,0.00017391,spreadcoin,-1.71,-7.13,125.91,,26390924,SPR,9380971,2.81324,3620730,322,1/7/2018,07:25:18 PM,,,,
10055817,0.00010911,real,-0.37,48.51,215.78,,17748517,REAL,19717288,1.765,70095.9,163,1/7/2018,07:24:24 PM,,,,
1349120359,0.00001861,blockv,1.82,35.25,266.05,,406372591,VEE,3646271241,0.301213,28009700,13,1/7/2018,07:24:17 PM,,,,
,0.00004132,gold-reward-token,3.04,4.13,-57.35,,,GRX,20000000,0.66541,195309,17,1/7/2018,07:23:53 PM,,,,
173256993,0.00005158,utrust,-0.16,12.63,91.35,,144281320,UTK,500000000,0.832759,7061930,504,1/7/2018,07:23:31 PM,,,,
2.1023E+11,0.00000021,experience-points,-2.73,-19.66,77.04,,717665654,XP,2.45262E+11,0.00341371,21767000,25,1/7/2018,07:21:15 PM,,,,
757668329,0.00000666,datum,1.32,-6.96,138.17,,81441769,DAT,2653841598,0.10749,6730170,158,1/7/2018,07:20:02 PM,,,,
,0.00000033,ebit,0.1,10.22,68.74,,,EBIT,21000000,0.00534411,521.27,90,1/7/2018,07:18:47 PM,,,,
,0.00006568,sophiatx,-0.46,30,65.87,,,SPHTX,350000000,1.05786,4335190,124,1/7/2018,07:17:50 PM,,,,
1288862,0.0212726,bitcoindark,-1.33,-5.61,7.87,,443778449,BTCD,1288862,344.318,712674,542,1/7/2018,07:16:51 PM,,,,
,0.000000003,dimoncoin,2.16,153.01,161.66,,,FUDD,100000000,0.000055878,12250.4,55,1/7/2018,07:16:47 PM,,,,
20986666,0.00000945,i0coin,-0.63,-1.04,312.8,,3198746,I0C,20986666,0.152418,3576.14,32,1/7/2018,07:15:36 PM,,,,
38464350,0.0001209,solarcoin,-5.85,64.99,191.56,,75077796,SLR,98034338281,1.95188,19605800,281,1/7/2018,07:15:35 PM,,,,
62270199,0.00026312,nav-coin,0.52,11.86,31.14,,265203171,NAV,62270199,4.25891,29766200,1212,1/7/2018,07:14:55 PM,,,,
342699966,0.00007165,civic,-0.28,-7.27,34.06,,397439432,CVC,1000000000,1.15973,39405600,88,1/7/2018,07:14:39 PM,,,,
,0.00008644,ace,1.99,78.29,199.75,,,ACE,14476036,1.39219,2954820,70,1/7/2018,07:14:09 PM,,,,
169598616,0.00000032,bitcurrency,-0.21,19.8,73.18,,906598,BTCR,169598616,0.00534555,574.185,25,1/7/2018,07:12:57 PM,,,,
42701039,0.00009993,stox,0,15.84,77.39,,68891722,STX,58540763,1.61335,2497170,121,1/7/2018,07:10:32 PM,,,,
34705287,0.00000229,joulecoin,-0.32,8.67,23.45,,1280184,XJO,34705287,0.0368873,4199.21,54,1/7/2018,07:09:44 PM,,,,
5.39097E+11,0.000000009,dimecoin,-2.17,33.7,348.53,,75344700,DIME,5.39097E+11,0.000139761,1714630,156,1/7/2018,07:09:23 PM,,,,
248620299,0.00001463,whitecoin,-1.26,-0.7,9.82,,58958315,XWC,248620299,0.237142,2885520,74,1/7/2018,07:08:51 PM,,,,
,0.00000083,neo-gold,6.23,23.89,96.75,,,NEOG,75000000,0.0133476,53501.4,30,1/7/2018,07:07:45 PM,,,,
8064115,0.00000042,arbit,-0.47,0.34,27.36,,54549,ARB,8064115,0.00676437,57.6405,40,1/7/2018,07:07:36 PM,,,,
321137782,0.00000999,kickico,-0.84,-5.55,219.11,,52034276,KICK,457760868,0.162031,2780790,147,1/7/2018,07:07:24 PM,,,,
98949368,0.0025366,ethereum-classic,-0.12,10.52,46.87,,4062613677,ETC,98949368,41.0575,458143000,370,1/7/2018,07:07:02 AM,,,,
20804670,0.000029,huntercoin,0.19,-1.47,46.01,,9732966,HUC,20804670,0.467826,112252,422,1/7/2018,07:04:33 PM,,,,
19344926,0.0000046,bitcoin-red,-0.68,11.85,-55.63,,1435488,BTCRED,21000000,0.0742049,107875,46,1/7/2018,07:03:49 PM,,,,
200330526,0.0000476,simple-token,1.91,2.5,94.61,,153958216,ST,800000000,0.768521,11195900,9,1/7/2018,07:03:15 PM,,,,
1809800,0.0146056,zclassic,3.12,20.68,139.13,,427849389,ZCL,1809800,236.407,59999500,146,1/7/2018,06:59:54 PM,,,,
11589904,0.00060176,shift,-1.73,6.25,-9.08,,112595219,SHIFT,11589904,9.71494,1184470,294,1/7/2018,06:59:28 PM,,,,
18547845,0.00000085,doubloon,-0.39,0.83,-5.33,,254653,BOAT,18547845,0.0137295,1719.37,80,1/7/2018,06:59:20 PM,,,,
320499047,0.0000009,campuscoin,3.47,58.15,350.35,1010000000,4666466,CMPCO,520499047,0.01456,600600,18,1/7/2018,06:58:53 PM,,,,
10157540,0.00000559,ethgas,0.51,165.25,514.45,,915794,EGAS,13792050,0.090159,35713.6,45,1/7/2018,06:58:40 PM,,,,
17273903,0.00000414,eot-token,-6.09,-30.34,327.07,200000000,1153436,EOT,115473900,0.0667733,48862.3,28,1/7/2018,06:58:26 PM,,,,
46287300,0.00000212,pakcoin,26.76,74.48,71.18,182000000,1580373,PAK,46287300,0.0341427,35868.5,32,1/7/2018,06:57:50 PM,,,,
,0.00000004,infinitecoin,-17.96,69.81,364.4,,,IFC,90596274910,0.000644227,137677,51,1/7/2018,06:51:29 PM,,,,
82256324,0.00006019,synereo,-1.99,-1.55,3.28,,79935544,AMP,949291063,0.971786,3904840,403,1/7/2018,06:50:49 PM,,,,
22951645,0.00034159,viacoin,0.07,-3.46,16.68,23000000,126570058,VIA,22951645,5.51464,2319140,108,1/7/2018,06:50:18 PM,,,,
1148324,0.00000674,argus,1.84,82.14,354.45,,124708,ARGUS,5194373,0.1086,16165.4,25,1/7/2018,06:48:11 PM,,,,
2458795,0.00003,interzone,,,40.48,,1227288,ITZ,2918795,0.499142,,57,1/7/2018,06:47:42 PM,,,,
6137564,0.00000266,rupaya,-26.38,-13.58,-23.41,8400000,263528,RUPX,6137564,0.0429369,619.922,31,1/7/2018,06:47:37 PM,,,,
,0.00000044,rupaya-old,-0.22,9.82,200.87,,,RUPX,,0.00709741,594.721,31,1/7/2018,06:47:37 PM,,,,
248303079,0.00000092,qubitcoin,-3.33,-11.74,124.39,,3684445,Q2C,248303079,0.0148385,78562.1,21,1/7/2018,06:46:47 PM,,,,
8114041,0.00041981,phore,-4.4,28.01,44.75,,55221322,PHR,11614041,6.80565,1161290,50,1/7/2018,06:46:39 PM,,,,
73790724,0.005192,qtum,-1.25,12.48,34.57,,6180083821,QTUM,100290724,83.7515,2263940000,276,1/7/2018,06:45:00 PM,,,,
1012637,0.00017533,desire,-0.57,7.79,79.09,,2863535,DSR,1772559,2.8278,34148.1,123,1/7/2018,06:43:00 PM,,,,
72891,0.00268823,triangles,-0.82,37.59,154.44,,3160434,TRI,72891,43.3581,54041.5,46,1/7/2018,06:40:50 PM,,,,
18854419,0.00020319,ion,-1.36,1.16,-3.87,,62105891,ION,24754419,3.29397,597743,417,1/7/2018,06:40:17 PM,,,,
998999942,0.00003352,nxt,-0.04,-8.59,-21.71,1000000000,541959466,NXT,998999942,0.542502,47292800,517,1/7/2018,06:40:10 PM,,,,
15950400,0.00015672,zoin,7.21,-2.05,44.68,21000000,40522789,ZOI,15950400,2.54055,433836,55,1/7/2018,06:39:53 PM,,,,
3807146,0.00011873,zrcoin,-1.33,-14.75,-20.8,,7291979,ZRC,4988894,1.91534,45047.6,136,1/7/2018,06:39:36 PM,,,,
1012907733,0.00002669,ethlend,-0.12,60.98,144.58,,437511315,LEND,1299999942,0.431936,223260000,19,1/7/2018,06:39:25 PM,,,,
69168839,0.00010996,groestlcoin,-0.96,-0.42,18.69,105000000,122784373,GRS,69168839,1.77514,3378940,258,1/7/2018,06:38:54 AM,,,,
1200000,0.00006281,ccore,9.6,7.96,45.81,,1215324,CCO,10000000,1.01277,20429,74,1/7/2018,06:37:35 PM,,,,
452552412,0.00006763,maidsafecoin,0.29,5.06,17.5,,495381972,MAID,452552412,1.09464,9342350,145,1/7/2018,06:36:03 AM,,,,
562394526,0.00003197,smartcash,0.09,3.84,32.05,5000000000,291018359,SMART,1163438805,0.517463,1166450,7,1/7/2018,06:34:21 AM,,,,
15144623,0.00000886,opal,-0.95,60.16,188.43,,2163288,OPAL,15144623,0.142842,4565.11,200,1/7/2018,06:34:08 PM,,,,
125322017,0.00001603,lampix,-3.5,-12.74,122.96,657154880,32576456,PIX,327154880,0.259942,831541,13,1/7/2018,06:34:00 AM,,,,
,0.00000003,x2,-0.22,-4.48,74.39,,,X2,,0.000483914,1215.46,32,1/7/2018,06:33:22 PM,,,,
73780439,0.00000172,teslacoin,-4.9,-11.74,-27.14,,2046787,TES,73780439,0.0277416,9103.34,60,1/7/2018,06:30:50 PM,,,,
44713594,0.00003894,encrypgen,-2.04,14.6,-4.31,,28226798,DNA,70981320,0.63128,270856,7,1/7/2018,06:30:40 PM,,,,
79070793,0.00015528,rlc,3.08,1.26,83.95,,198738904,RLC,86999785,2.51343,1651030,96,1/7/2018,06:29:02 PM,,,,
434352,0.00006094,sixeleven,-3.04,-9.74,169.7,,427566,611,434352,0.984378,6212.08,30,1/7/2018,06:21:37 AM,,,,
27100000,0.00000043,coexistcoin,-0.86,30.77,80.53,,188247,COXST,27100000,0.00694638,57.8599,108,1/7/2018,06:18:37 PM,,,,
8146001,0.00057724,taas,3.87,11.49,58.14,,75912337,TAAS,8146001,9.31897,1239690,256,1/7/2018,06:17:25 PM,,,,
97981284,0.00049958,ark,2.76,6.64,15.51,,792295279,ARK,129231284,8.08619,18959100,540,1/7/2018,06:13:29 PM,,,,
838884605,0.00000079,audiocoin,4.62,18.18,183.76,,10697456,ADC,838884605,0.012752,59519.3,22,1/7/2018,06:12:57 AM,,,,
1007214,0.00037989,cryptogenic-bullion,7.5,-4.98,137.17,,6172569,CBX,1007214,6.12836,10010.7,230,1/7/2018,06:10:57 PM,,,,
3978187849,0.00000014,808coin,-0.62,388.4,1707.65,,8984618,808,3978187849,0.00225847,2035.3,97,1/7/2018,06:10:56 PM,,,,
4960715,0.00318209,blocknet,3.21,-7.04,20.9,,255503122,BLOCK,4960715,51.5053,901977,430,1/7/2018,06:09:49 PM,,,,
2592480,0.0017971,diamond,5.75,5.83,50.81,,75214315,DMD,2592480,29.0125,528836,790,1/7/2018,06:09:26 PM,,,,
25000000,0.00007391,obsidian,2.16,18.97,88.19,,29956250,ODN,92628346,1.19825,1501330,65,1/7/2018,06:07:46 PM,,,,
,0.00000123,wi-coin,-6.37,-55.16,93.31,,,WIC,100000000,0.0198471,15024.7,156,1/7/2018,06:07:44 PM,,,,
13085542,0.00114578,monaco,-0.59,14.98,20.59,,242680540,MCO,31587682,18.5457,48250400,363,1/7/2018,06:05:51 PM,,,,
,0.00001701,bitclave,4.65,27.85,,,,CAT,299798552,0.273891,4420120,59,1/7/2018,06:05:25 PM,,,,
223391017,0.00002001,lomocoin,4.11,-4.84,117.83,,72176074,LMC,308391017,0.323093,3476140,18,1/7/2018,06:04:15 PM,,,,
17768075,0.00009642,bitsend,1.7,0.64,22.04,,27774166,BSD,17768075,1.56315,1367580,200,1/7/2018,06:04:04 PM,,,,
344096491,0.0000376,cobinhood,-0.56,21.06,257.86,,209429856,COB,1000000000,0.608637,528459,58,1/7/2018,06:03:31 PM,,,,
,0.00000003,namocoin,-0.22,-66.02,300.66,1200000000,,NAMO,560211620,0.000483914,902.628,6,1/7/2018,06:02:55 PM,,,,
13610203,0.00001163,atomic-coin,-22.43,-9.41,152.58,252000000,2552798,ATOM,13610203,0.187565,171046,14,1/7/2018,06:02:46 PM,,,,
14998485,0.00000028,quebecoin,-0.47,-14.28,14.73,42000000,67637,QBC,35785085,0.00450958,285.005,19,1/7/2018,06:01:47 PM,,,,
5200017,0.00006505,starta,-0.57,3.19,12.93,,5457158,STA,5293348,1.04945,22570.3,148,1/7/2018,05:58:49 PM,,,,
6511678,0.00686987,decred,-0.6,-4.08,16.11,21000000,724072505,DCR,6931678,111.196,5130370,489,1/7/2018,05:58:19 PM,,,,
16676218,0.00026088,crown,0.52,4.5,46.15,,70235727,CRW,16676218,4.21173,278143,212,1/7/2018,05:57:48 PM,,,,
,0.000000001,ocow,,,-32.76,,,OCOW,,1.66381E-05,,21,1/7/2018,05:56:52 PM,,,,
77231176,0.00001779,cannabiscoin,-0.21,-3.38,-24.42,,22226206,CANN,91859176,0.287788,2179690,326,1/7/2018,05:53:04 PM,,,,
284335771,0.00000017,kayicoin,-6.42,20.75,33.71,300000000,766552,KAYI,284335771,0.00269594,37191.8,24,1/7/2018,05:52:53 PM,,,,
33509711,0.00005811,ethereum-blue,5.77,12.33,115.38,42000000,31569867,BLUE,42000000,0.942111,324210,93,1/7/2018,05:49:27 PM,,,,
39067384,0.0003784,ubiq,1.37,2.9,2.44,,239276005,UBQ,39067384,6.1247,3637280,137,1/7/2018,05:49:24 PM,,,,
288292167,0.00000038,blakestar,-3.3,11.5,78.42,2400000000,1749763,BLAS,288292167,0.00606941,59126.7,25,1/7/2018,05:47:57 AM,,,,
75614500,0.0000167,bitzeny,0.62,25.01,39.44,,20422645,ZNY,75614500,0.270089,278860,15,1/7/2018,05:45:47 AM,,,,
,0.0000117,phantomx,22.2,-4.1,196.04,,,PNX,10793135,0.188652,25051.1,31,1/7/2018,05:45:22 PM,,,,
18891248,0.00005488,memetic,-0.38,-1.51,7,,16772633,MEME,19258501,0.887852,1948320,127,1/7/2018,05:44:33 AM,,,,
33497277,0.00000152,amsterdamcoin,-0.62,-7.63,121.79,,819045,AMS,64764818,0.0244511,13687.5,163,1/7/2018,05:44:11 AM,,,,
405002639,0.00001599,snovio,6.44,53.98,779.21,,104516196,SNOV,651129644,0.258063,9485570,50,1/7/2018,05:38:18 PM,,,,
