AvailableSupply,BTCPrice,CMCname,Change1h,Change24h,Change7d,MaxSupply,Mcap,Symbol,TotalSupply,USDPrice,Vol24h,bctpages,Date,Time,,,,
2110317,0.000257,anoncoin,-10.83,-22.29,41.18,,8749184,ANC,2110317,4.14591,45583,261,1/6/2018,09:16:11 PM,,,,
421300,0.00000021,digital-money-bits,12.62,18.83,179.99,50000000,1427,DMB,10421300,0.00338606,5556.86,38,1/6/2018,09:13:38 PM,,,,
6199359,0.0000031,allion,-0.19,22.19,81.1,,310171,ALL,7323359,0.0500327,1423.64,52,1/6/2018,09:04:09 PM,,,,
9531483,0.0000157,wavesgo,-0.76,-5.97,-12.51,,2413743,WGO,9531483,0.253239,7003.94,6,1/6/2018,08:58:32 PM,,,,
,0.00000037,ur,-1.85,29.1,205.29,,,UR,,0.00596213,10618.7,25,1/6/2018,08:47:49 PM,,,,
11290301,0.00005086,bonpay,3.19,15.21,16.39,,9262574,BON,21745688,0.820401,39637.1,43,1/6/2018,08:43:09 AM,,,,
263034654,0.00000303,hellogold,0.84,2.48,52.65,,12878045,HGT,1000000000,0.0489595,113946,5,1/6/2018,08:33:27 AM,,,,
390312753,0.00001079,gridcoin,0.25,-7.44,23.68,,67978040,GRC,390312753,0.174163,1021270,278,1/6/2018,08:32:32 PM,,,,
179046,0.0004299,altcommunity-coin,-0.57,-23.62,43.83,,1241146,ALTCOM,248474,6.93198,14306.5,201,1/6/2018,08:30:39 PM,,,,
1101502197,0.00000113,hyperstake,0.37,16.33,97.47,,20218954,HYP,1101502197,0.0183558,472176,355,1/6/2018,08:19:49 AM,,,,
156913424,0.00000202,fastcoin,3.16,23.17,85.18,165888000,5109101,FST,156913424,0.03256,206929,99,1/6/2018,08:16:29 PM,,,,
13321301,0.00004524,evergreencoin,1.77,5.1,24.29,,9721859,EGC,13321301,0.729798,327744,24,1/6/2018,08:11:29 PM,,,,
76925527,0.00000118,metalcoin,-0.43,-6.4,56,,1463616,METAL,76925527,0.0190264,72.067,8,1/6/2018,08:01:57 AM,,,,
1000,0.39217,primalbase,0.1,-7.87,-11.41,1250,6326450,PBT,1250,6326.45,32616.7,190,1/6/2018,08:00:07 PM,,,,
5053693,0.00151535,cloakcoin,1.37,-5.41,-20.13,,123633040,CLOAK,5053693,24.4639,1227750,491,1/6/2018,07:45:40 PM,,,,
17572406,0.00000744,coinonatx,-0.59,75.99,1.07,48252000,2107300,XCXT,17572406,0.119921,71664.3,43,1/6/2018,07:39:31 PM,,,,
11821728,0.00000073,printerium,-0.43,-17.74,69.71,,138784,PRX,11821728,0.0117397,6680.68,21,1/6/2018,07:13:44 AM,,,,
,0.00000105,btcmoon,1.83,17.74,17.38,,,BTCM,21000000,0.0168831,8670.15,24,1/6/2018,07:10:09 PM,,,,
325000000,0.00002263,cofound-it,3.07,0.55,40.46,,118721525,CFI,500000000,0.365297,3939920,29,1/6/2018,07:03:19 PM,,,,
894026,0.00000382,osmiumcoin,-0.47,66.69,68.51,,55004,OS76,894026,0.0615236,2.21984,21,1/6/2018,07:02:57 PM,,,,
2429126009,0.00000003,digicube,-0.57,18.08,248.86,,1175075,CUBE,2429126009,0.000483744,17862.1,391,1/6/2018,06:41:34 AM,,,,
54507698,0.00078671,salt,-0.18,-1.6,-1.8,,694084674,SALT,120000000,12.7337,46217400,33,1/6/2018,06:36:50 PM,,,,
31478280,0.00003561,social-send,0.2,59.83,91.97,,18133409,SEND,33668222,0.576061,835014,21,1/6/2018,06:33:29 PM,,,,
,0.00002727,casinocoin,,,,,,CSC,38601187,0.508835,,205,1/6/2018,06:00:07 PM,,,,
40592900,0.00000212,senderon,-2.01,6.76,69.68,,1390774,SDRN,45625900,0.0342615,35311.7,72,1/6/2018,05:56:09 PM,,,,
300000000,0.0000068,xenon,0.44,-2.57,1.97,,33093000,XNN,1000000000,0.11031,9317.09,53,1/6/2018,05:44:33 PM,,,,
12000000,0.00000752,ethereum-gold,3.68,-6.6,4.46,,1454364,ETG,24000000,0.121197,81860.1,29,1/6/2018,05:41:59 PM,,,,
88183483,0.00000147,skincoin,-9.87,3.84,55.8,,2092435,SKIN,488183483,0.0237282,65005.3,23,1/6/2018,05:40:37 PM,,,,
65802448,0.00000089,fujinto,7.39,-18.27,56.64,,944048,NTO,400000000,0.0143467,28042.2,7,1/6/2018,05:39:19 PM,,,,
744266,0.00000085,concoin,-0.47,-14.09,97.86,,10189,CONX,1595266,0.0136898,403.732,27,1/6/2018,05:38:16 AM,,,,
124518891,0.00003001,golos,9.91,12.08,52.23,,60583670,GOLOS,124518891,0.486542,840534,121,1/6/2018,05:32:30 PM,,,,
,0.00002121,glasscoin,-0.24,-32.76,-36.6,,,GLS,5323524,0.341775,1679.84,8,1/6/2018,05:31:00 AM,,,,
,0.00102,compcoin,0.04,-2.54,24.74,,,CMP,6412789,16.4362,12611.9,10,1/6/2018,05:28:43 PM,,,,
5000000,0.00000671,bitasean,0.83,-8.34,158.8,,542165,BAS,30000000,0.108433,6160.86,80,1/6/2018,05:27:53 AM,,,,
,0.00048653,poly-ai,-0.69,-2.45,-32.66,,,AI,29000000,7.83585,2342030,4,1/6/2018,05:25:42 AM,,,,
,0.00000002,golfcoin,-0.29,-4.45,132.27,,,GOLF,1352120000,0.000322278,2359.45,12,1/6/2018,05:01:31 PM,,,,
16378230,0.00007487,b2bx,0.77,-11,75.11,,19837804,B2B,19822337,1.21123,38500.7,40,1/6/2018,05:01:07 PM,,,,
35778844,0.00011961,ixledger,0.86,-6.28,209.65,,69088590,IXT,65778844,1.93099,870573,49,1/6/2018,04:59:22 PM,,,,
125279775,0.00000081,purevidz,11.2,9.15,241.01,,1634099,VIDZ,125279775,0.0130436,6094.2,339,1/6/2018,04:57:41 PM,,,,
64500000,0.00000705,prospectors-gold,-0.43,-19.05,2.53,220000000,7332038,PGL,220000000,0.113675,269.116,31,1/6/2018,04:56:57 PM,,,,
10217224,0.00000719,roulettetoken,-0.48,2.41,16.91,,1184616,RLT,10217947,0.115943,21812.2,41,1/6/2018,04:36:33 PM,,,,
12416554,0.00000381,eurocoin,-0.29,-24.16,156.85,,764582,EUC,12416554,0.0615776,14061.4,8,1/6/2018,04:34:45 AM,,,,
1000000000,0.00000281,circuits-of-value,-0.19,2.4,102.65,,45553700,COVAL,1200000000,0.0455537,1622290,27,1/6/2018,04:32:50 PM,,,,
62366926,0.00007468,loopring,2.88,4.94,164.46,,75190814,LRC,1395076054,1.20562,29120900,11,1/6/2018,04:32:34 PM,,,,
337458,0.00026219,swagbucks,1.24,-2.35,193.54,,1426715,BUCKS,337458,4.22783,5957.68,56,1/6/2018,04:30:52 PM,,,,
,0.0000029,minex,-6.13,18.61,76.34,,,MINEX,30000000,0.0466581,23595.4,12,1/6/2018,04:17:53 AM,,,,
157625875,0.00000043,c-bit,5.69,14.35,142.92,,1091283,XCT,157625875,0.00692325,24531.6,7,1/6/2018,04:10:52 PM,,,,
46000000,0.00000792,cryptoforecast,-5.28,-24.97,-15.58,,5875672,CFT,50000000,0.127732,74795.2,45,1/6/2018,04:06:35 PM,,,,
,0.0000052,natcoin,-0.29,46.32,56.86,,,NTC,35000000,0.0837983,5588.72,3,1/6/2018,03:58:26 AM,,,,
25009250,0.00014049,oax,3.19,4,79.66,,56960066,OAX,100000000,2.27756,11128100,91,1/6/2018,03:57:21 PM,,,,
,0.00000061,bitcoin2x,0.21,9.14,-10.87,,,BTC2X,21000000,0.00986082,1277.52,15,1/6/2018,03:46:52 PM,,,,
5708457574,0.00000001,valorbit,-0.57,-4.24,16.29,,920477,VAL,9.22343E+14,0.000161248,2371.47,192,1/6/2018,03:46:05 PM,,,,
,0.00000094,cubits,42.31,137.03,203.68,,,QBT,,0.0151393,126043,33,1/6/2018,03:44:24 AM,,,,
13097723,0.00009215,hubii-network,14.49,-12.92,271.63,,19525562,HBT,31801784,1.49076,38757.7,15,1/6/2018,03:44:22 PM,,,,
8756584,0.00000457,argentum,5.96,55.73,211.88,,646873,ARG,8756584,0.0738727,100518,26,1/6/2018,03:43:16 AM,,,,
73729962,0.00000071,chronos,17.93,-9.23,62.49,,841716,CRX,73729962,0.0114162,8827.74,79,1/6/2018,03:27:36 PM,,,,
16511828,0.0000632,creditbit,1.4,-6.62,36.44,,16881693,CRB,16511828,1.0224,928707,172,1/6/2018,03:26:16 PM,,,,
42000000,0.0002001,agoras-tokens,-1.73,15.75,10.34,,136030440,AGRS,42000000,3.23882,1608680,150,1/6/2018,03:23:04 AM,,,,
16562263,0.00000916,bitcoin-scrypt,2.32,1.73,66.33,,2446909,BTCS,16562263,0.14774,7438.66,12,1/6/2018,03:18:46 AM,,,,
4069197,0.00013855,bitswift,-0.62,-4.17,16.37,,9094981,SWIFT,4069197,2.23508,188001,17,1/6/2018,03:17:29 AM,,,,
6268082,0.00017664,breakout-stake,0.16,4.83,90.09,,17910356,BRX,6268082,2.85739,507690,219,1/6/2018,03:12:51 PM,,,,
18142083,0.00004323,breakout,-0.14,-13.27,39.14,,12687394,BRK,18142083,0.699335,494865,219,1/6/2018,03:12:51 PM,,,,
45079785,0.00002247,startcoin,1.3,6.39,74.22,,16385059,START,70782220,0.363468,1326270,226,1/6/2018,03:09:29 PM,,,,
14043321,0.0001908,lockchain,4.47,67.18,367.97,,43438238,LOC,18585933,3.09316,442750,8,1/6/2018,03:07:03 PM,,,,
40477042,0.00000059,gpu-coin,-0.31,2.22,130.35,,384631,GPU,51530001,0.00950244,8892.56,22,1/6/2018,02:58:07 PM,,,,
1948133,0.00049367,novacoin,1.03,-1.94,31.16,,15557652,NVC,1948133,7.98593,168128,80,1/6/2018,02:52:15 PM,,,,
1009800,0.00616999,salus,-0.97,-7.61,23.32,,100584996,SLS,1009800,99.6088,1287260,29,1/6/2018,02:45:40 AM,,,,
63993275,0.00000345,petrodollar,0.27,7.94,96.13,,3559466,XPD,63993275,0.0556225,143840,36,1/6/2018,02:38:34 PM,,,,
4120078,0.00005909,eternity,-5.7,150.96,183.18,,3926657,ENT,4120078,0.953054,118956,46,1/6/2018,02:25:18 AM,,,,
22007986,0.00002743,terracoin,0.41,1.68,73.68,42000000,9739150,TRC,22007986,0.442528,97856.2,120,1/6/2018,02:21:53 PM,,,,
792537250,0.00000225,artbyte,-7.39,0.05,60.87,,28898761,ABY,792537250,0.0364636,2544330,44,1/6/2018,02:02:38 PM,,,,
15376461,0.0001133,vcash,3.5,7.44,37.39,,28242561,XVC,15376461,1.83674,1067040,60,1/6/2018,01:53:57 PM,,,,
,0.00000479,xaucoin,-0.22,-4.41,,,,XAU,,0.077265,70.6542,18,1/6/2018,01:47:52 AM,,,,
2622403,0.00000589,cthulhu-offerings,-0.33,15.31,124.92,,249488,OFF,2622403,0.0951371,1577.11,33,1/6/2018,01:43:08 AM,,,,
11626849591,0.00000032,earthcoin,0.73,36.88,475.56,,60678086,EAC,11626849591,0.00521879,3644520,583,1/6/2018,01:28:53 PM,,,,
10815966,0.00006264,vtorrent,1.39,6.48,63.98,,10929533,VTR,10815966,1.0105,294049,258,1/6/2018,01:26:00 PM,,,,
42862692,0.00000068,neuro,-0.33,30.84,305.68,,470787,NRO,44862692,0.0109836,8760.3,17,1/6/2018,01:23:30 PM,,,,
22293890,0.00003381,blockpool,7.33,-4.46,10.57,,12194468,BPL,25264095,0.546987,25238.8,53,1/6/2018,01:03:21 PM,,,,
100000000,0.00000145,shorty,-0.35,-3.35,66.07,,2338000,SHORTY,100000000,0.02338,14.6304,12,1/6/2018,01:02:07 AM,,,,
,0.00017779,naga,1.06,11.63,-14.25,,,NGC,50784107,2.86338,2074010,59,1/6/2018,09:56:37 PM,,,,
16572201,0.00000278,dfscoin,5,39.66,218.97,210000000,744206,DFS,45013995,0.0449069,53590.1,43,1/6/2018,09:25:30 PM,,,,
1259816434,0.00000023,tittiecoin,18.1,208.73,447.52,,4718605,TTC,1259816434,0.00374547,821209,106,1/6/2018,09:21:24 PM,,,,
6003429666,0.0000006,linda,12.51,206.82,703.9,50000000000,57877985,LINDA,6003429666,0.00964082,17979900,59,1/6/2018,09:13:50 PM,,,,
15122697,0.00000525,blakecoin,6.72,20.69,174.14,,1280216,BLC,15122697,0.0846553,20953.7,194,1/6/2018,09:13:13 PM,,,,
40166097,0.00009977,atbcoin,8.99,137.36,259.76,300000000,64963038,ATB,52142897,1.61736,7714170,100,1/6/2018,09:12:58 PM,,,,
40746972,0.0000263,goldcoin,1.32,11,56.93,72245700,17332947,GLD,40746972,0.42538,304800,83,1/6/2018,08:55:47 PM,,,,
900000000,0.00002064,deepbrain-chain,5.06,19.17,199.79,10000000000,300636000,DBC,10000000000,0.33404,19641200,10,1/6/2018,08:50:40 PM,,,,
1513704,0.00001207,islacoin,-0.41,-36.13,52.46,,294257,ISL,1513704,0.194395,474.235,13,1/6/2018,08:13:59 PM,,,,
20870333431,0.00000009,espers,-1.36,14.03,170.88,50000000000,29967503,ESP,20870333431,0.00143589,640542,772,1/6/2018,08:13:46 PM,,,,
17029321,0.00012748,ormeus-coin,0.11,-7.35,2.93,,35191943,ORME,200000000,2.06655,505459,4,1/6/2018,07:58:58 PM,,,,
20785264,0.00031892,spectrecoin,-0.76,-4.77,44.64,,107016674,XSPEC,20785264,5.14868,962211,68,1/6/2018,06:43:39 PM,,,,
,0.00000666,skeincoin,-0.33,5.95,74.27,,,SKC,,0.107318,6503.13,76,1/6/2018,06:43:06 PM,,,,
6550029,0.00004488,trumpcoin,-12.3,-29.89,413.69,,4742234,TRUMP,6550029,0.724002,575577,15,1/6/2018,05:36:29 PM,,,,
10928643,0.00000282,virtacoinplus,-11.2,-19.59,40.77,,498541,XVP,10928643,0.0456178,5364.38,108,1/6/2018,05:09:11 PM,,,,
,0.00000001,bitok,-0.33,-4.51,16.15,,,BITOK,2000000000,0.000161139,3840.52,12,1/6/2018,04:40:19 PM,,,,
5702048,0.0000075,soilcoin,-0.62,73.37,191.05,,690757,SOIL,5702048,0.121142,25193.7,142,1/6/2018,04:22:43 PM,,,,
,0.00000425,egold,0.08,204.01,304.2,,,EGOLD,20000000,0.068539,4359.62,30,1/6/2018,04:09:35 PM,,,,
7351100,0.00004132,moin,-9.08,44.8,175.6,,4900574,MOIN,7351100,0.666645,176987,64,1/6/2018,04:08:30 PM,,,,
1823384,0.00070993,dubaicoin-dbix,5.4,19.95,69.7,,20940287,DBIX,1823384,11.4843,792294,338,1/6/2018,02:21:57 PM,,,,
132203314,0.00000964,pesetacoin,0.63,3.78,53.67,,20622924,PTC,132203314,0.155994,435174,14,1/6/2018,02:19:30 PM,,,,
13097144,0.00004323,creativecoin,-2.33,-11.6,19.41,115000000,9133163,CREA,13097144,0.69734,50699.2,82,1/6/2018,12:53:49 PM,,,,
15320585365,0.00000001,swaptoken,-0.63,-4.2,16.33,,2471027,TOKEN,15320585365,0.000161288,54458.1,27,1/6/2018,11:36:41 PM,,,,
1574741156,0.00000014,erc20,0.39,7.61,66.23,,3573040,ERC20,1693691126,0.00226897,30924.8,41,1/6/2018,10:08:42 PM,,,,
1624129,0.00002585,marijuanacoin,-3.46,-8.68,101.59,,678134,MAR,1624129,0.417537,6879.74,23,1/6/2018,09:56:19 PM,,,,
800084,0.001255,luxcoin,2.22,26.02,106.63,60000000,16243141,LUX,3800084,20.3018,2313920,124,1/6/2018,07:47:06 PM,,,,
16750774,0.0185521,bitcoin-gold,0.75,4.95,15.12,21000000,5012853255,BTG,16850774,299.261,223708000,103,1/6/2018,06:01:51 PM,,,,
536310,0.00010103,zozocoin,-10.95,-3.8,-10.27,27000000,873697,ZZC,7241870,1.62909,24109.4,2,1/6/2018,01:55:36 PM,,,,
5872698,0.00000231,bitcoin-planet,-35.19,-17.48,34.99,,218488,BTPL,6371298,0.0372041,347.531,12,1/5/2018,12:52:27 PM,,,,
2617417,0.00355544,counterparty,0.06,4.13,76.24,,150237899,XCP,2617417,57.3993,12676500,649,1/5/2018,12:33:17 PM,,,,
140000000,0.00002759,mothership,-1.53,6.55,53.61,,62350960,MSP,200000000,0.445364,975800,17,1/5/2018,12:28:49 PM,,,,
6262300,0.00001069,catcoin,-0.83,78.63,90.9,,1079458,CAT,6262300,0.172374,31279.5,22,1/5/2018,12:11:27 AM,,,,
16677704,0.00029569,propy,-1.61,4.64,143.21,,79612356,PRO,100000000,4.77358,2175130,128,1/5/2018,12:02:41 PM,,,,
560650080,0.00001498,coindash,2.12,-12.24,44.94,,135553976,CDT,1000000000,0.24178,12531800,51,1/5/2018,11:58:33 AM,,,,
,0.00002112,everus,0.21,-12.12,-20.99,,,EVR,1000000000,0.340378,5370.52,9,1/5/2018,11:56:20 AM,,,,
629610,0.00140517,internxt,-7.87,-29.74,52.56,629610,14311592,INXT,629610,22.7309,141872,13,1/5/2018,11:37:52 PM,,,,
20320725,0.00000752,machinecoin,-22.74,5.05,73.13,,2465148,MAC,20320725,0.121312,23262.4,23,1/5/2018,10:34:50 PM,,,,
2000000,0.00013288,legends-room,0.93,15.99,16.03,,4286260,LGD,30000000,2.14313,946281,39,1/5/2018,10:31:09 PM,,,,
68841802,0.00000058,ereal,7.77,56.27,467.89,,647075,EREAL,207000000,0.00939945,4304.39,10,1/5/2018,10:26:44 PM,,,,
178250000,0.0000394,ink,1.01,0.01,5.74,1000000000,113377873,INK,1000000000,0.636061,113239000,2,1/5/2018,10:23:54 AM,,,,
50000000,0.00001068,embers,-1.55,-0.24,58.74,,8613450,MBRS,50000000,0.172269,63448,35,1/5/2018,10:21:19 AM,,,,
1869936,0.00090521,firstcoin,2.56,4.3,-3.71,,27440566,FRST,110000000,14.6746,293118,6,1/5/2018,10:04:50 AM,,,,
850000,0.00034906,fundyourselfnow,0.92,8.91,42.03,,4786384,FYN,12500000,5.63104,4492.1,64,1/5/2018,09:54:48 AM,,,,
,0.00004274,prochain,3.95,31.87,90.4,,,PRO,100000000,0.688333,4485090,3,1/5/2018,09:50:40 AM,,,,
558851270,0.00000584,foldingcoin,2.36,-11.02,78.02,,52866939,FLDC,1000000000,0.0945993,3493760,103,1/5/2018,09:38:21 PM,,,,
1104590,0.0237612,gnosis-gno,0.93,-6.71,88.51,,424824209,GNO,10000000,384.599,8070930,22,1/5/2018,09:36:38 AM,,,,
1673383,0.00016238,influxcoin,0.87,-2.11,80.56,,4382708,INFX,1673383,2.61907,685604,13,1/5/2018,09:31:25 PM,,,,
27743800,0.00000117,globaltoken,2.56,7.8,78.38,,525556,GLT,27743800,0.0189432,6961.85,17,1/5/2018,08:58:16 PM,,,,
16137017,0.00026596,sibcoin,0.51,-2.03,-1.55,,69285734,SIB,16137017,4.29359,1505570,136,1/5/2018,08:45:32 PM,,,,
6278008,0.00022481,transfercoin,12.24,13.44,18.62,,22534219,TX,6278008,3.58939,1320700,149,1/5/2018,08:32:44 PM,,,,
51392877,0.00000177,fucktoken,0.51,16.47,45.91,,1463330,FUCK,70856019,0.0284734,3612.13,49,1/5/2018,08:17:36 PM,,,,
60594811,0.00000662,cartaxi-token,12.19,36.38,73.4,,6467890,CTX,80506222,0.10674,55748.4,39,1/5/2018,08:13:38 AM,,,,
256527,0.00006831,gold-pressed-latinum,1.19,13.61,46.83,1000000,283041,GPL,256527,1.10336,2252.03,11,1/5/2018,08:08:38 PM,,,,
42381950,0.00043175,vertcoin,1.21,-0.61,5.17,84000000,296179053,VTC,42381950,6.98833,11444600,60,1/5/2018,07:38:19 PM,,,,
,0.00000003,hyper-tv,0.07,-61.33,19.59,,,HYTV,20000000,0.000427091,41.614,11,1/5/2018,07:36:16 AM,,,,
23042604,0.00000104,paycon,-3.78,-60.85,9.62,,388268,CON,23042604,0.01685,11916.7,16,1/5/2018,07:31:06 AM,,,,
,0.00000048,litecoin-gold,6.81,-10.72,10.95,,,LTG,84000000,0.00775765,23152,26,1/5/2018,07:22:15 AM,,,,
,0.0002582,xde-ii,-0.2,-4.47,,,,XDE2,42249,4.16489,46.6277,152,1/5/2018,07:20:58 AM,,,,
42,3.58698,42-coin,-0.72,1.08,15.74,,2429858,42,42,57853.8,14073.7,54,1/5/2018,07:06:22 PM,,,,
1134236104,0.00000002,usde,-0.33,50.09,23.76,1600000000,366410,USDE,1134236104,0.000323046,2536.92,30,1/5/2018,06:36:07 PM,,,,
22791750,0.00004739,rupee,-1.9,113.21,153.53,84000000,17472999,RUP,22791750,0.766637,589630,13,1/5/2018,06:22:11 PM,,,,
3295367,0.00061999,internet-of-people,2.45,-2.18,42.51,21000000,33121078,IOP,3445680,10.0508,2417910,12,1/5/2018,06:14:31 AM,,,,
24560577,0.00039452,peercoin,2.53,5.55,42.11,,156837216,PPC,24560577,6.38573,3247070,115,1/5/2018,06:07:13 PM,,,,
567394587,0.00000026,trollcoin,4.35,28.31,63.19,,2342506,TROLL,567394587,0.00412853,27954.9,149,1/5/2018,05:47:04 AM,,,,
381236123,0.00000023,ripto-bux,-12.33,84.39,405.58,,1443288,RBX,1000000000,0.00378581,99648.2,24,1/5/2018,05:28:47 AM,,,,
7991996,0.00000048,javascript-token,0.32,-47.24,-35.7,,61342,JS,7991996,0.00767539,89.8989,22,1/5/2018,05:08:27 PM,,,,
831687,0.00007948,starcash-network,4.89,33.68,118.2,,1065890,STARS,904915,1.2816,6523.63,29,1/5/2018,04:55:57 PM,,,,
97415544,0.00000186,canada-ecoin,-1.8,6.31,50.78,,2919378,CDN,97415544,0.0299683,27394.8,8,1/5/2018,04:53:19 PM,,,,
12256454,0.00000505,gapcoin,13.34,5.36,137.85,,998047,GAP,12256454,0.0814303,7004.08,84,1/5/2018,04:39:06 PM,,,,
39372000,0.00002872,belacoin,-1.24,-5.5,53.66,,18292822,BELA,39372000,0.464615,455591,58,1/5/2018,04:32:08 PM,,,,
,0.0000001,lazaruscoin,-0.22,,23.52,,,LAZ,,0.00161305,229.685,24,1/5/2018,04:12:14 PM,,,,
3425290,0.00089018,radium,-0.54,-1.87,8.34,,49430354,RADS,3425290,14.431,2841970,144,1/5/2018,04:03:42 AM,,,,
2000000,0.00068344,exchange-union,0.2,-2.33,23.74,,22111800,XUC,3000000000,11.0559,764407,14,1/5/2018,04:01:24 PM,,,,
574683675,0.00000085,bluecoin,-2.23,-2.34,23.66,,7844317,BLU,574683675,0.0136498,4752.07,87,1/5/2018,03:55:49 AM,,,,
1627261,0.00000983,bipcoin,-0.39,-3.42,19,,258372,BIP,1627261,0.158777,1145.33,8,1/5/2018,03:48:15 AM,,,,
2606800000,0.00004992,bitshares,2.01,-5.16,22.83,3600570502,2106239657,BTS,2606800000,0.807979,53044000,50,1/5/2018,03:33:51 PM,,,,
,0.00000009,ox-fina,-0.28,-74.72,217.96,501237838,,OX,501237839,0.00145946,4389.23,5,1/5/2018,03:29:04 PM,,,,
,0.0000795,win-coin,1.19,-4.78,31.6,,,WC,500948015,1.2804,1166740,4,1/5/2018,03:12:54 PM,,,,
50000000,0.00001451,project-decorum,-0.27,0.66,12.55,,11703700,PDC,50000000,0.234074,203388,8,1/5/2018,03:11:25 AM,,,,
47503,0.002206,link-platform,-31.49,-4.35,-34.69,,1689681,LNK,47503,35.5698,17.7122,44,1/5/2018,03:01:47 PM,,,,
1173410,0.00022198,growers-international,10.1,20.52,68.88,,4201113,GRWI,1173410,3.58026,206981,44,1/5/2018,02:45:48 PM,,,,
1000812836,0.00000022,zennies,-0.63,23.67,77.45,,3543568,ZENI,1000812836,0.00354069,11315.4,17,1/5/2018,02:32:29 AM,,,,
90421856,0.00000089,tattoocoin,66.55,76.42,304.83,,1295935,TSE,90421856,0.0143321,90431.2,29,1/5/2018,02:29:48 AM,,,,
,0.0000593,tattoocoin-limited,-0.22,-34.6,43.93,,,TLE,975608,0.956537,152.321,29,1/5/2018,02:29:48 AM,,,,
,0.00000008,high-gain,-14.53,-40.31,177.56,,,HIGH,,0.00128911,6771.96,10,1/5/2018,02:25:16 PM,,,,
120223860,0.00000015,yacoin,-0.47,2.39,35.11,,290443,YAC,120223860,0.00241585,307.895,170,1/5/2018,02:19:02 PM,,,,
12462620,0.0000115,sooncoin,-1.56,-6.22,1198.92,,2311592,SOON,12462620,0.185482,47597.4,6,1/5/2018,02:18:16 PM,,,,
1005538691,0.00000074,xgox,0.33,60.23,393.19,,12011461,XGOX,1258954036,0.0119453,353492,10,1/5/2018,01:37:01 PM,,,,
2799476,0.00063273,mybit-token,-10.67,27.77,104.56,,28715347,MYB,2812073,10.2574,188453,19,1/5/2018,01:36:19 AM,,,,
3592379,0.0005392,open-trading-network,-0.94,-1.34,-12.52,100000000,31401311,OTN,82630002,8.74109,103001,39,1/5/2018,01:11:01 PM,,,,
184450000,0.00008403,revain,1.55,0.57,52.84,484450000,250868601,R,484450000,1.36009,1477780,17,1/5/2018,01:07:56 AM,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
